Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Years,sales
FDP03,5.15,Regular,0.10239789,Meat,122.1388,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDT04,17.25,Low Fat,0.0,Frozen Foods,37.5822,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCW53,18.35,Low Fat,0.0304697,Health and Hygiene,191.3162,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDA39,6.32,Low Fat,0.021287234,Meat,38.5822,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCH29,5.51,Low Fat,0.034467286,Health and Hygiene,96.7726,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDU02,13.35,Low Fat,0.1027194,Dairy,228.8352,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDN13,"",Low Fat,0.266234421,Breakfast,98.5358,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDX56,"",Regular,0.129668578,Fruits and Vegetables,206.8638,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDT11,"",Regular,0.02923013,Breads,189.4556,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCC18,"",Low Fat,0.17641157899999999,Household,173.2422,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDA32,14.0,Low Fat,0.050371507999999995,Fruits and Vegetables,214.7192,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDU39,18.85,Low Fat,0.036184755,Meat,58.5562,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDV27,"",Regular,0.07001738099999999,Meat,89.3514,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCW53,18.35,Low Fat,0.030556922,Health and Hygiene,190.6162,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCZ42,10.5,Low Fat,0.011278535,Household,237.0248,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDO46,9.6,Regular,0.0,Snack Foods,191.0872,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDQ57,"",Low Fat,0.027812304,Snack Foods,147.476,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDZ36,6.035,Regular,0.066051758,Baking Goods,187.72400000000002,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDK38,6.65,Low Fat,0.053506995999999994,Canned,150.0734,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDU51,"",Regular,0.096046304,Meat,178.7028,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDS14,7.285,Low Fat,0.049922304,Dairy,156.9288,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDQ40,11.1,Regular,0.036083537,Frozen Foods,175.4712,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDE20,11.35,Regular,0.005539114,Fruits and Vegetables,167.87900000000002,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDH58,12.3,Low Fat,0.036939673,Snack Foods,113.1834,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCK53,11.6,Low Fat,0.037793818,Health and Hygiene,99.3042,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDJ44,12.3,Regular,0.106928681,Fruits and Vegetables,173.7396,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDN22,18.85,Regular,0.138585859,Snack Foods,252.4724,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDH56,9.8,Regular,0.06407717,Fruits and Vegetables,116.7492,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDK48,7.445,Low Fat,0.037708542000000005,Baking Goods,74.7354,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDQ40,11.1,Regular,0.036020711000000004,Frozen Foods,177.2712,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDH10,21.0,Low Fat,0.049295686,Snack Foods,194.4478,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDM21,20.2,Low Fat,0.06449461,Snack Foods,259.2646,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDX12,18.2,Regular,0.026117345,Baking Goods,239.2196,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDM51,11.8,Regular,0.025904648,Meat,102.4674,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDG09,20.6,Regular,0.080235512,Fruits and Vegetables,188.9556,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
DRD37,9.8,Low Fat,0.013830218,Soft Drinks,45.306000000000004,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
FDN21,18.6,Low Fat,0.076855628,Snack Foods,161.0236,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCQ06,13.0,Low Fat,0.041824524,Household,256.7014,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDV52,20.7,Regular,0.12152072,Frozen Foods,118.0466,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDC10,9.8,Regular,0.073289899,Snack Foods,120.8098,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDX51,9.5,Regular,0.022054552999999998,Meat,195.4452,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCD54,21.1,Low Fat,0.029054046,Household,144.6786,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
NCK18,"",Low Fat,0.006665666999999999,Household,164.1184,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDZ01,8.975,Regular,0.009057131999999999,Canned,104.09899999999999,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDT48,4.92,Low Fat,0.04595503099999999,Baking Goods,199.1084,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDB40,17.5,Regular,0.007551606999999999,Dairy,145.8102,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCC07,"",Low Fat,0.023835164,Household,103.3964,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDT52,9.695,Regular,0.047503317999999996,Frozen Foods,244.6144,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDK09,"",Low Fat,0.160665697,Snack Foods,227.5352,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCQ30,7.725,Low Fat,0.048661040999999995,Household,123.7414,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDZ60,"",Low Fat,0.208987123,Baking Goods,106.0596,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCK18,9.6,Low Fat,0.006692529,Household,164.9184,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDV11,9.1,Regular,0.136695145,Breads,173.4054,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDR25,17.0,Regular,0.140311123,Canned,265.6884,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDB26,14.0,Regular,0.031330907000000005,Canned,52.364,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
DRD01,12.1,Regular,0.061521569000000005,Soft Drinks,55.8614,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
FDG32,19.85,Low Fat,0.176991029,Fruits and Vegetables,221.5772,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDY49,17.2,Regular,0.0120098,Canned,163.1184,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDD26,8.71,Regular,0.072141818,Canned,183.3924,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDC22,6.89,Regular,0.136984147,Snack Foods,192.68200000000002,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
DRD27,18.75,Low Fat,0.0,Dairy,97.9042,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,<=2k
FDA44,"",Low Fat,0.052964982,Fruits and Vegetables,57.793,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDW01,14.5,Low Fat,0.0,Canned,154.4682,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDV32,"",Low Fat,0.155316936,Fruits and Vegetables,64.15100000000001,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDK32,"",Regular,0.048738407000000004,Fruits and Vegetables,152.8682,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCA05,20.75,Low Fat,0.0,Health and Hygiene,149.4734,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDR10,17.6,Low Fat,0.010031539,Snack Foods,161.5552,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDL22,16.85,Low Fat,0.036383293,Snack Foods,91.0488,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDD10,20.6,Regular,0.0,Snack Foods,178.1344,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDW25,5.175,Low Fat,0.03736783,Canned,86.9224,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDR47,17.85,Low Fat,0.087604647,Breads,196.9794,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
DRF27,8.93,Low Fat,0.028461452999999998,Dairy,152.234,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,>2k
FDQ48,"",Regular,0.034244601,Baking Goods,97.2726,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDS37,7.655,Low Fat,0.031938827999999995,Canned,114.1492,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
NCI18,18.35,Low Fat,0.014024028000000001,Household,224.5746,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
NCJ42,"",Low Fat,0.014232071,Household,100.9332,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,<=2k
FDY48,14.0,Low Fat,0.023730384,Baking Goods,104.3332,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDB39,11.6,Low Fat,0.038578846,Dairy,56.1272,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
DRI37,15.85,Low Fat,0.10803618699999999,Soft Drinks,57.3904,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
FDB58,10.5,Regular,0.013572808,Snack Foods,143.2154,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDV12,16.7,Regular,0.06082402,Baking Goods,98.7384,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
NCU06,17.6,Low Fat,0.074345142,Household,230.90099999999998,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDU34,18.25,Low Fat,0.075501241,Snack Foods,123.1046,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDP31,21.1,Regular,0.16216286,Fruits and Vegetables,62.2168,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDV11,9.1,Regular,0.081652352,Breads,177.0054,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCY06,15.25,Low Fat,0.061434045,Household,130.9968,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,>2k
NCV41,14.35,Low Fat,0.017073332,Health and Hygiene,109.5228,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDQ52,"",Low Fat,0.11880685699999999,Frozen Foods,248.8434,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDM38,5.885,Regular,0.092694107,Canned,53.6982,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDA14,16.1,Low Fat,0.065183228,Dairy,148.076,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDB23,"",Regular,0.005561538,Starchy Foods,224.0062,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRH49,19.7,Low Fat,0.024635077000000002,Soft Drinks,84.1592,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
FDI40,11.5,Regular,0.126313413,Frozen Foods,100.6358,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDR37,16.5,Regular,0.066383907,Breakfast,180.4292,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDS16,15.15,Regular,0.066279832,Frozen Foods,147.876,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDT15,12.15,Regular,0.042681522,Meat,184.295,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDL32,15.7,Regular,0.0,Fruits and Vegetables,112.4544,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDB39,11.6,Low Fat,0.038736837999999996,Dairy,55.8272,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDX40,12.85,Low Fat,0.098910759,Frozen Foods,37.6164,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
DRD13,15.0,Low Fat,0.049178998,Soft Drinks,65.6168,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,<=2k
FDZ43,11.0,Regular,0.057011062,Fruits and Vegetables,241.9512,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRM59,5.88,Low Fat,0.003589104,Hard Drinks,155.5998,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
NCZ18,7.825,Low Fat,0.0,Household,253.4698,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDH52,"",Regular,0.043690499,Frozen Foods,60.2194,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDM25,10.695,Regular,0.10154201,Breakfast,173.7712,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCP05,"",Low Fat,0.025164132000000002,Health and Hygiene,152.6024,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDY38,13.6,Regular,0.119077255,Dairy,231.23,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDO37,8.06,Low Fat,0.021497594,Breakfast,230.3326,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDV49,"",Low Fat,0.025702129,Canned,262.6226,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCP02,7.105,Low Fat,0.075000682,Household,61.0562,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
NCJ19,18.6,Low Fat,0.11841968300000001,Others,58.3588,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDW44,9.5,Regular,0.035151215,Fruits and Vegetables,171.8448,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDU56,16.85,Low Fat,0.04441405599999999,Fruits and Vegetables,182.4266,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDZ58,17.85,Low Fat,0.052471995,Snack Foods,123.7072,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDZ15,13.1,Low Fat,0.020853376,Dairy,117.4782,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
NCI06,11.3,Low Fat,0.047791877999999996,Household,180.766,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
FDD36,13.3,Low Fat,0.02136022,Baking Goods,120.4124,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDD56,15.2,Regular,0.103988736,Fruits and Vegetables,177.0054,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDX27,20.7,Regular,0.114581955,Dairy,94.3436,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDG50,7.405,Low Fat,0.02556185,Canned,89.7146,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDU36,6.15,Low Fat,0.046459438,Baking Goods,100.5384,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDJ15,11.35,Regular,0.023322477999999997,Dairy,182.5608,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDG32,19.85,Low Fat,0.175962247,Fruits and Vegetables,223.0772,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDV15,"",Low Fat,0.255929096,Meat,103.3648,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDS28,8.18,Regular,0.08233301900000001,Frozen Foods,58.1588,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDU23,12.15,Low Fat,0.021757269,Breads,165.0184,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
DRI03,6.03,Low Fat,0.0226994,Dairy,176.4028,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,>2k
FDH28,15.85,Regular,0.110653377,Frozen Foods,36.9506,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDP16,18.6,Low Fat,0.06577152900000001,Frozen Foods,245.7802,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCQ29,12.0,Low Fat,0.0,Health and Hygiene,262.3278,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
NCH30,17.1,Low Fat,0.0,Household,114.686,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDU31,10.5,Regular,0.024991056,Fruits and Vegetables,217.9508,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDF04,17.5,Low Fat,0.013658248000000001,Frozen Foods,256.3304,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDZ20,16.1,Low Fat,0.034278413,Fruits and Vegetables,255.2356,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCK05,20.1,Low Fat,0.0,Health and Hygiene,61.3536,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDV23,"",Low Fat,0.18530651399999998,Breads,125.6046,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDA07,7.55,Regular,0.051794957999999995,Fruits and Vegetables,122.6072,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDL03,19.25,Regular,0.027058066000000002,Meat,194.81099999999998,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDX04,19.6,Regular,0.041740902,Frozen Foods,49.2376,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDV19,14.85,Regular,0.035400659,Fruits and Vegetables,161.9578,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDP22,14.65,Regular,0.099535996,Snack Foods,52.2666,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDT34,9.3,Low Fat,0.17533647100000002,Snack Foods,107.0964,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDZ26,"",Regular,0.143319995,Dairy,237.5222,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCM43,14.5,Low Fat,0.01950565,Others,163.921,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
DRK35,8.365,Low Fat,0.071846495,Hard Drinks,37.9506,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
FDO20,12.85,Regular,0.0,Fruits and Vegetables,252.3382,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDO22,13.5,Regular,0.017887238,Snack Foods,79.49600000000001,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDM46,7.365,Low Fat,0.159967845,Snack Foods,94.712,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDO01,21.1,Regular,0.020718655,Breakfast,130.4994,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCX05,"",Low Fat,0.096592065,Health and Hygiene,117.4492,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,<=2k
FDI46,9.5,Low Fat,0.074460855,Snack Foods,253.6724,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDD11,12.85,Low Fat,0.030789913999999998,Starchy Foods,254.90400000000002,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDA32,14.0,Low Fat,0.030216782999999997,Fruits and Vegetables,216.6192,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDW32,18.35,Regular,0.094279004,Fruits and Vegetables,86.3882,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDX22,"",Regular,0.04022593,Snack Foods,210.9928,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDQ47,7.155,Regular,0.16852746300000002,Breads,33.6874,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDT07,5.82,Regular,0.077304459,Fruits and Vegetables,257.633,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCQ43,17.75,Low Fat,0.0,Others,108.6912,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDW07,18.0,Regular,0.142570104,Fruits and Vegetables,88.2514,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDE35,7.06,Regular,0.043968652000000004,Starchy Foods,57.6904,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDC04,15.6,Low Fat,0.045076878,Dairy,241.3854,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
NCW53,"",Low Fat,0.030347403999999998,Health and Hygiene,192.5162,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
NCG07,12.3,Low Fat,0.052492122,Household,191.053,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDQ03,15.0,Regular,0.077999504,Meat,238.0248,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDV46,18.2,Low Fat,0.012597384,Snack Foods,141.218,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCM26,20.5,Low Fat,0.023179181,Others,154.034,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
DRA59,8.27,Regular,0.128126825,Soft Drinks,183.6924,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
FDW13,"",Low Fat,0.097410707,Canned,52.7324,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRF27,8.93,Low Fat,0.028417272,Dairy,154.534,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,>2k
FDT12,6.215,Regular,0.049902382,Baking Goods,225.8062,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDD40,20.25,Regular,0.014823358,Dairy,190.7162,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDN25,7.895,Regular,0.061424738,Breakfast,57.7588,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDE33,19.35,Regular,0.049594299,Fruits and Vegetables,77.0644,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCL29,9.695,Low Fat,0.113939434,Health and Hygiene,160.2604,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
NCO30,"",Low Fat,0.027532257999999997,Household,185.0608,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDB16,8.21,Low Fat,0.045016894,Dairy,87.6198,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDF16,7.3,Low Fat,0.086307051,Frozen Foods,146.8076,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDL02,20.0,Regular,0.10408337599999999,Canned,107.4622,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDO13,7.865,Low Fat,0.061154604,Breakfast,165.3526,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
DRG27,"",Low Fat,0.184035253,Dairy,42.2138,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
FDX31,20.35,Regular,0.024815023999999998,Fruits and Vegetables,234.0958,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDX11,16.0,Regular,0.10691805199999999,Baking Goods,183.5634,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCW41,18.0,Low Fat,0.0,Health and Hygiene,158.0604,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
FDI52,18.7,Low Fat,0.10510455199999999,Frozen Foods,121.7072,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDN08,"",Regular,0.08793675199999999,Fruits and Vegetables,115.9466,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRD15,10.6,Low Fat,0.056795923,Dairy,232.8642,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,>2k
DRF01,5.655,Low Fat,0.176070535,Soft Drinks,144.0102,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
DRH15,"",Low Fat,0.19244045,Dairy,43.9428,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
FDX59,10.195,Low Fat,0.051871718,Breads,35.3558,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDO37,8.06,Low Fat,0.035780177,Breakfast,230.2326,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDY56,16.35,Regular,0.104463896,Fruits and Vegetables,227.1062,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDR31,6.46,Regular,0.049162885,Fruits and Vegetables,146.9102,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCH54,13.5,Low Fat,0.072655379,Household,157.792,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
NCW06,16.2,Low Fat,0.050442528,Household,190.8162,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCC18,19.1,Low Fat,0.177992139,Household,173.1422,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,>2k
DRJ23,"",Low Fat,0.0,Hard Drinks,188.1872,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDO16,5.48,Low Fat,0.015131684,Frozen Foods,83.025,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDB08,6.055,Low Fat,0.031151714,Fruits and Vegetables,158.7578,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCZ53,9.6,Low Fat,0.024456797000000002,Health and Hygiene,186.6214,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
DRJ01,6.135,Low Fat,0.192540665,Soft Drinks,160.2236,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
DRE48,8.43,Low Fat,0.01732573,Soft Drinks,197.9768,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
DRA59,8.27,Regular,0.127821472,Soft Drinks,185.9924,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
FDS27,10.195,Regular,0.012477512,Meat,197.111,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCW29,14.0,Low Fat,0.028980533,Health and Hygiene,129.531,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,>2k
DRN35,8.01,Low Fat,0.070356805,Hard Drinks,36.8532,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
FDB09,16.25,Low Fat,0.057396092,Fruits and Vegetables,125.8046,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDV59,13.35,Low Fat,0.048017962000000004,Breads,219.6166,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDD26,"",Regular,0.071806046,Canned,186.5924,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDV55,17.75,Low Fat,0.05507343,Fruits and Vegetables,145.1444,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDH48,13.5,Low Fat,0.0,Baking Goods,88.054,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDM51,11.8,Regular,0.0,Meat,102.4674,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
