ifa,age
4859a,43.0
28369a,73.0
24777a,32.0
2197a,49.0
27918a,45.0
32133a,39.0
7180a,56.0
5334a,35.0
8654a,42.0
8255a,39.0
14421a,51.0
5113a,39.0
312a,34.0
4464a,49.0
1191a,51.0
5527a,20.0
23063a,20.0
6232a,66.0
19361a,29.0
30614a,18.0
27299a,36.0
28674a,24.0
9564a,24.0
11068a,49.0
14091a,35.0
19556a,34.0
14850a,62.0
22643a,18.0
10296a,17.0
5319a,39.0
29221a,27.0
2794a,61.0
26966a,22.0
30664a,27.0
3949a,40.0
28884a,31.0
21400a,29.0
23385a,31.0
7267a,45.0
6020a,29.0
18502a,62.0
13609a,27.0
13897a,55.0
6573a,64.0
23038a,20.0
3210a,59.0
6440a,80.0
7143a,48.0
11324a,18.0
15592a,45.0
21899a,40.0
7087a,19.0
18863a,37.0
21345a,43.0
23027a,47.0
15693a,39.0
29116a,26.0
272a,17.0
20451a,42.0
18479a,32.0
19925a,40.0
8835a,23.0
32013a,31.0
19016a,38.0
1902a,65.0
4127a,56.0
27011a,42.0
3924a,57.0
6499a,38.0
17146a,36.0
8442a,40.0
7301a,50.0
28541a,47.0
5126a,20.0
20805a,35.0
29672a,33.0
5099a,39.0
29417a,52.0
6954a,24.0
24494a,52.0
31854a,28.0
8379a,40.0
13828a,34.0
12732a,37.0
24899a,37.0
14524a,44.0
29549a,50.0
24736a,60.0
28084a,28.0
31819a,27.0
10091a,30.0
30017a,31.0
26070a,40.0
30082a,39.0
15676a,38.0
25508a,28.0
22110a,66.0
23268a,19.0
11837a,49.0
3959a,42.0
11352a,49.0
16057a,37.0
21524a,52.0
11026a,48.0
5239a,39.0
8351a,25.0
2630a,54.0
31429a,21.0
32253a,37.0
6049a,21.0
7231a,27.0
24361a,31.0
1140a,41.0
23138a,46.0
29124a,29.0
16437a,47.0
22081a,44.0
31464a,28.0
22863a,37.0
23939a,60.0
11389a,23.0
6850a,24.0
1595a,38.0
16408a,40.0
14628a,43.0
28363a,47.0
8400a,19.0
27142a,36.0
17211a,41.0
10830a,50.0
21356a,23.0
30989a,60.0
5895a,30.0
10473a,23.0
27281a,25.0
15830a,44.0
8209a,42.0
17601a,43.0
6958a,47.0
20014a,23.0
28962a,37.0
14225a,25.0
8451a,52.0
5497a,43.0
14148a,32.0
25269a,22.0
32396a,22.0
5029a,52.0
19772a,23.0
10529a,55.0
11315a,63.0
31045a,57.0
13400a,46.0
4758a,37.0
17615a,34.0
27759a,44.0
24278a,33.0
24707a,37.0
22858a,17.0
23878a,51.0
32321a,37.0
2466a,39.0
21759a,50.0
11887a,38.0
7408a,39.0
28361a,69.0
23545a,17.0
17009a,38.0
20100a,21.0
29340a,44.0
9389a,32.0
11074a,47.0
9478a,19.0
32016a,46.0
24412a,48.0
1088a,29.0
20938a,33.0
15741a,45.0
17289a,47.0
23348a,34.0
17317a,53.0
16950a,23.0
12400a,35.0
29147a,18.0
16537a,33.0
14878a,60.0
23030a,63.0
25214a,35.0
12795a,24.0
17425a,44.0
12545a,43.0
16796a,63.0
1795a,31.0
13281a,23.0
4668a,17.0
16196a,17.0
14980a,55.0
10371a,38.0
7521a,40.0
15577a,75.0
11724a,61.0
7620a,30.0
16890a,33.0
5021a,18.0
23901a,79.0
16391a,48.0
7053a,24.0
12372a,30.0
1887a,68.0
30536a,29.0
13064a,20.0
17507a,30.0
30139a,36.0
31632a,45.0
446a,20.0
11939a,20.0
14187a,25.0
26592a,43.0
26874a,42.0
9159a,23.0
26561a,74.0
2221a,22.0
21760a,23.0
30005a,18.0
23417a,45.0
24765a,33.0
32427a,20.0
13365a,49.0
6688a,26.0
14842a,30.0
31603a,25.0
11575a,37.0
13431a,49.0
12708a,52.0
24410a,73.0
22388a,22.0
31546a,33.0
23982a,60.0
290a,50.0
13607a,18.0
14983a,66.0
31664a,32.0
21139a,28.0
27970a,42.0
11014a,44.0
12337a,29.0
3891a,26.0
2616a,74.0
23377a,25.0
1468a,49.0
26352a,31.0
30796a,34.0
7565a,36.0
7328a,53.0
29798a,46.0
24342a,47.0
24307a,51.0
31146a,28.0
4525a,56.0
1687a,43.0
2764a,24.0
9239a,36.0
10320a,43.0
20513a,44.0
21552a,41.0
31601a,25.0
5815a,34.0
31539a,73.0
17930a,19.0
9830a,50.0
6992a,57.0
5172a,21.0
25076a,33.0
2030a,32.0
3753a,47.0
29624a,51.0
14457a,23.0
8786a,24.0
10442a,23.0
10562a,24.0
27055a,28.0
17312a,18.0
27107a,32.0
9382a,20.0
30371a,46.0
15139a,48.0
1024a,34.0
785a,40.0
15009a,25.0
19743a,40.0
5863a,66.0
2669a,37.0
20055a,24.0
9657a,41.0
3392a,20.0
9859a,35.0
25527a,56.0
32085a,48.0
15434a,31.0
21860a,36.0
4426a,29.0
17579a,27.0
32357a,23.0
31722a,30.0
1207a,61.0
31106a,38.0
29133a,50.0
4045a,19.0
2182a,34.0
24653a,27.0
8392a,21.0
21221a,22.0
16664a,35.0
32457a,30.0
29257a,50.0
19660a,30.0
12699a,26.0
29577a,45.0
12582a,40.0
9173a,26.0
30617a,45.0
5226a,43.0
31203a,27.0
1498a,35.0
25339a,56.0
27860a,47.0
976a,25.0
20691a,43.0
7746a,33.0
8151a,45.0
24029a,49.0
31133a,27.0
8505a,49.0
7058a,20.0
19143a,45.0
23517a,40.0
3244a,25.0
22918a,21.0
1801a,28.0
12515a,34.0
15708a,33.0
7806a,31.0
22098a,22.0
11448a,39.0
23586a,64.0
8644a,43.0
29916a,48.0
29270a,31.0
18442a,23.0
12665a,28.0
23678a,72.0
18811a,26.0
2652a,43.0
31039a,33.0
4542a,33.0
13437a,47.0
20252a,52.0
1607a,35.0
29584a,47.0
4555a,18.0
23507a,17.0
7742a,19.0
28550a,38.0
10162a,18.0
11713a,36.0
25795a,33.0
5037a,27.0
30468a,32.0
25901a,35.0
16667a,31.0
16607a,23.0
21794a,30.0
3748a,32.0
24408a,52.0
11799a,59.0
19695a,45.0
26469a,48.0
9448a,44.0
22273a,33.0
29260a,18.0
29129a,18.0
5823a,35.0
16420a,42.0
6429a,19.0
30970a,51.0
32483a,32.0
15580a,61.0
28733a,59.0
28019a,30.0
28280a,34.0
19515a,22.0
29461a,45.0
5312a,36.0
13556a,43.0
10185a,42.0
24492a,48.0
18820a,44.0
14069a,56.0
20256a,49.0
31661a,25.0
24496a,29.0
7821a,30.0
2634a,55.0
7018a,28.0
17284a,59.0
7708a,70.0
22191a,31.0
911a,27.0
30127a,28.0
10821a,39.0
17624a,43.0
1851a,21.0
3176a,36.0
13491a,29.0
10749a,35.0
6040a,55.0
20642a,49.0
4400a,25.0
14488a,45.0
14082a,31.0
18929a,25.0
26439a,47.0
25725a,53.0
30668a,48.0
15756a,58.0
20268a,17.0
32266a,37.0
21539a,47.0
11819a,36.0
26670a,28.0
17504a,36.0
558a,31.0
31265a,28.0
15101a,62.0
9685a,60.0
6360a,75.0
4495a,27.0
20067a,42.0
10158a,24.0
14272a,28.0
27292a,25.0
15475a,25.0
12649a,38.0
23185a,29.0
8095a,17.0
20469a,57.0
22759a,36.0
30814a,28.0
17436a,69.0
10135a,26.0
32331a,24.0
784a,41.0
26797a,34.0
1978a,35.0
19436a,49.0
3290a,49.0
28761a,33.0
3647a,39.0
5567a,60.0
20765a,30.0
6376a,50.0
9280a,31.0
20415a,58.0
20036a,65.0
32448a,17.0
11467a,42.0
26551a,31.0
15939a,53.0
23355a,76.0
14937a,21.0
21115a,24.0
28558a,34.0
24526a,30.0
19678a,29.0
29973a,47.0
19300a,39.0
6821a,17.0
8106a,32.0
29042a,32.0
10766a,34.0
32434a,41.0
14686a,36.0
30842a,37.0
30817a,22.0
8622a,39.0
8214a,37.0
18809a,45.0
16628a,37.0
9198a,47.0
2310a,64.0
20871a,44.0
18281a,65.0
11178a,32.0
1805a,41.0
8176a,28.0
6737a,22.0
28564a,42.0
14693a,20.0
15292a,44.0
15063a,41.0
22694a,48.0
27268a,62.0
23885a,42.0
10266a,24.0
23533a,24.0
27827a,26.0
24853a,20.0
5934a,47.0
2839a,28.0
2935a,23.0
16430a,44.0
9143a,70.0
10124a,47.0
9970a,26.0
6847a,67.0
13199a,63.0
9113a,25.0
799a,46.0
5980a,37.0
27242a,26.0
4950a,44.0
17144a,42.0
27540a,25.0
47a,53.0
22300a,35.0
28414a,26.0
25443a,52.0
19565a,43.0
8694a,45.0
12186a,34.0
24837a,30.0
21938a,31.0
6733a,31.0
23700a,34.0
32029a,44.0
17525a,26.0
29287a,38.0
13113a,60.0
25433a,48.0
6969a,31.0
7168a,68.0
12053a,70.0
22525a,46.0
10256a,74.0
13481a,44.0
8061a,47.0
5539a,34.0
22690a,26.0
1699a,44.0
14510a,34.0
16810a,34.0
5349a,23.0
2553a,51.0
23123a,37.0
2537a,24.0
24385a,51.0
7226a,23.0
27035a,37.0
14176a,46.0
29858a,40.0
16749a,36.0
7401a,49.0
10058a,42.0
17019a,42.0
29857a,52.0
26627a,25.0
32353a,28.0
22617a,23.0
9214a,58.0
30472a,29.0
1121a,29.0
20990a,21.0
25809a,36.0
10660a,65.0
28291a,58.0
12963a,39.0
20200a,25.0
15028a,31.0
27948a,60.0
31225a,50.0
31044a,72.0
24555a,34.0
2214a,60.0
13737a,35.0
8982a,47.0
18565a,30.0
18044a,33.0
6044a,25.0
30119a,31.0
9987a,41.0
9199a,47.0
24771a,58.0
422a,17.0
1451a,25.0
24154a,35.0
7628a,20.0
12399a,43.0
28206a,29.0
12063a,39.0
21050a,63.0
18336a,33.0
13948a,45.0
27087a,19.0
30279a,38.0
16460a,22.0
3549a,38.0
18041a,53.0
12011a,20.0
11498a,21.0
11588a,40.0
887a,23.0
15950a,41.0
27966a,51.0
7879a,37.0
3649a,26.0
10600a,23.0
20907a,59.0
7106a,46.0
20870a,43.0
25348a,31.0
28459a,23.0
14326a,38.0
18653a,17.0
23482a,23.0
5586a,55.0
6731a,39.0
2521a,36.0
31845a,53.0
10337a,18.0
23474a,38.0
26625a,45.0
25058a,29.0
24987a,33.0
28412a,29.0
25596a,50.0
18116a,28.0
18975a,18.0
8580a,21.0
17084a,24.0
5098a,29.0
1579a,32.0
10243a,41.0
29391a,54.0
30268a,19.0
11507a,73.0
6725a,40.0
31177a,22.0
20199a,25.0
17810a,49.0
31756a,35.0
7292a,25.0
24547a,43.0
20390a,50.0
24326a,19.0
22884a,48.0
11812a,68.0
2547a,24.0
31197a,50.0
9745a,32.0
31245a,40.0
4722a,60.0
6530a,22.0
6611a,29.0
13824a,30.0
7795a,33.0
11160a,33.0
27039a,22.0
29528a,29.0
6432a,34.0
6662a,51.0
1617a,46.0
16631a,44.0
13271a,41.0
8882a,36.0
30742a,62.0
27731a,22.0
16393a,57.0
3354a,49.0
19037a,36.0
14705a,39.0
32247a,32.0
32336a,18.0
29244a,30.0
20201a,37.0
11797a,62.0
14395a,43.0
26602a,46.0
6504a,35.0
11787a,29.0
24165a,42.0
1187a,59.0
29576a,34.0
14265a,46.0
16409a,21.0
30120a,51.0
15361a,48.0
8023a,32.0
265a,26.0
24288a,27.0
10837a,17.0
27121a,37.0
2569a,29.0
26205a,22.0
12295a,38.0
16331a,38.0
21557a,37.0
21739a,20.0
3664a,32.0
27065a,32.0
15981a,20.0
28705a,66.0
21416a,35.0
11018a,54.0
14032a,52.0
2941a,25.0
26153a,27.0
8973a,55.0
25121a,39.0
8377a,24.0
16581a,35.0
25866a,37.0
25271a,78.0
14377a,33.0
7954a,23.0
1426a,46.0
5278a,23.0
23477a,58.0
30321a,46.0
2296a,21.0
10816a,37.0
29059a,33.0
14925a,43.0
484a,41.0
5329a,27.0
14452a,19.0
19256a,22.0
19387a,58.0
14123a,31.0
4727a,31.0
17313a,24.0
31096a,55.0
19377a,34.0
4188a,30.0
137a,43.0
23340a,29.0
11110a,17.0
26446a,28.0
23847a,42.0
27931a,47.0
19003a,47.0
14116a,30.0
16214a,25.0
31625a,29.0
2249a,20.0
12667a,44.0
3083a,74.0
8970a,24.0
19546a,24.0
14535a,21.0
22709a,53.0
19262a,29.0
32438a,19.0
31905a,55.0
26179a,44.0
16098a,45.0
5937a,52.0
9654a,25.0
15123a,57.0
29096a,41.0
24373a,55.0
27412a,43.0
466a,37.0
5370a,30.0
22850a,18.0
6783a,59.0
13891a,47.0
12729a,21.0
30561a,59.0
3334a,41.0
25429a,22.0
1685a,20.0
3502a,31.0
29315a,28.0
11259a,32.0
9982a,29.0
8802a,58.0
3172a,43.0
31396a,55.0
22653a,32.0
30789a,67.0
16547a,34.0
31167a,47.0
31490a,28.0
4229a,38.0
11665a,29.0
28783a,34.0
31697a,""
16379a,33.0
32307a,24.0
6163a,28.0
26262a,34.0
28407a,66.0
19701a,54.0
6580a,34.0
8952a,46.0
5336a,49.0
7433a,46.0
6756a,24.0
39a,31.0
30177a,43.0
4152a,46.0
25984a,17.0
4079a,19.0
17333a,37.0
23963a,41.0
20040a,48.0
11886a,40.0
20444a,23.0
6630a,23.0
23841a,26.0
13147a,51.0
16899a,27.0
8125a,36.0
11910a,37.0
10676a,33.0
20281a,36.0
24884a,38.0
874a,51.0
6385a,35.0
25798a,28.0
5700a,23.0
24769a,45.0
30980a,41.0
24747a,51.0
20605a,23.0
31150a,52.0
14773a,17.0
3866a,46.0
29572a,45.0
881a,49.0
1206a,61.0
8861a,56.0
22611a,38.0
25381a,76.0
865a,33.0
31156a,31.0
26743a,49.0
27886a,36.0
17552a,39.0
14629a,31.0
32030a,36.0
11206a,51.0
6689a,21.0
18753a,29.0
7112a,33.0
9858a,61.0
19718a,39.0
8065a,31.0
11363a,28.0
17805a,44.0
12017a,45.0
27799a,44.0
5096a,24.0
24770a,19.0
21384a,26.0
8033a,39.0
10229a,25.0
10414a,50.0
25996a,69.0
27974a,50.0
18391a,32.0
16109a,74.0
4736a,22.0
1652a,36.0
23211a,30.0
23576a,43.0
6944a,63.0
17258a,28.0
20913a,42.0
12618a,47.0
17021a,22.0
30427a,56.0
29805a,62.0
210a,17.0
28591a,21.0
30293a,32.0
17526a,27.0
13909a,30.0
16246a,37.0
3164a,53.0
25990a,61.0
1280a,42.0
25208a,28.0
30569a,20.0
11542a,63.0
16925a,34.0
31599a,30.0
15043a,30.0
21780a,38.0
32506a,33.0
14998a,43.0
9539a,52.0
25706a,22.0
28797a,38.0
9185a,32.0
13506a,47.0
20732a,32.0
28952a,31.0
6911a,30.0
25002a,20.0
3474a,18.0
27402a,30.0
21744a,35.0
10518a,36.0
26105a,48.0
3831a,57.0
12889a,33.0
27221a,35.0
21751a,21.0
9864a,51.0
938a,41.0
30877a,53.0
8116a,25.0
29991a,33.0
7177a,44.0
31454a,33.0
18438a,42.0
23060a,39.0
18642a,59.0
16591a,34.0
23102a,40.0
7648a,29.0
4358a,22.0
11273a,40.0
1583a,29.0
19227a,36.0
18419a,35.0
25674a,30.0
19428a,24.0
12178a,47.0
9619a,32.0
5729a,46.0
19512a,30.0
17518a,38.0
1023a,42.0
14513a,50.0
20851a,46.0
3067a,20.0
2917a,38.0
2848a,26.0
19481a,46.0
30440a,24.0
16020a,41.0
29900a,42.0
24113a,59.0
25879a,45.0
27814a,40.0
20453a,34.0
23408a,25.0
26898a,31.0
10579a,57.0
29131a,17.0
8728a,23.0
11904a,34.0
3078a,38.0
14363a,35.0
4359a,40.0
20103a,39.0
9558a,38.0
31855a,31.0
8042a,32.0
28371a,32.0
3409a,29.0
15147a,50.0
9367a,19.0
29774a,54.0
2961a,23.0
31964a,32.0
31369a,27.0
10263a,39.0
14239a,72.0
5941a,53.0
25732a,73.0
6206a,40.0
8387a,29.0
25182a,24.0
1819a,52.0
12772a,38.0
16402a,19.0
2377a,43.0
366a,28.0
26134a,35.0
5726a,32.0
22758a,19.0
15766a,29.0
3548a,57.0
8246a,22.0
10918a,30.0
23842a,37.0
12716a,37.0
11071a,29.0
17802a,38.0
13815a,23.0
4080a,39.0
4617a,36.0
15217a,25.0
6729a,32.0
952a,43.0
28959a,36.0
13507a,30.0
28791a,46.0
23781a,34.0
18523a,52.0
15400a,20.0
11190a,59.0
29499a,21.0
27706a,38.0
11999a,20.0
19836a,53.0
13577a,25.0
13369a,27.0
10015a,24.0
6127a,38.0
30067a,42.0
15821a,22.0
29792a,64.0
15813a,38.0
4974a,37.0
4452a,19.0
28341a,64.0
24469a,52.0
11011a,37.0
18713a,34.0
19414a,23.0
10018a,41.0
25739a,39.0
26044a,42.0
11826a,20.0
13392a,54.0
24253a,26.0
5080a,53.0
10874a,42.0
15968a,24.0
25618a,41.0
17445a,28.0
12815a,40.0
18214a,21.0
1186a,51.0
14070a,24.0
1892a,62.0
17396a,35.0
15938a,34.0
4384a,20.0
31011a,18.0
16738a,41.0
31254a,43.0
11204a,46.0
27327a,21.0
2933a,32.0
5471a,37.0
637a,21.0
18738a,22.0
5389a,35.0
26362a,31.0
18086a,44.0
16503a,34.0
8457a,26.0
7713a,41.0
19894a,25.0
12273a,41.0
9007a,25.0
24148a,62.0
6743a,21.0
22368a,44.0
20881a,79.0
302a,21.0
23402a,26.0
6451a,21.0
21099a,20.0
11112a,28.0
31420a,36.0
11441a,67.0
23419a,52.0
15553a,35.0
26890a,53.0
1248a,49.0
12089a,28.0
23566a,30.0
29938a,23.0
29025a,29.0
20022a,18.0
30911a,38.0
21405a,37.0
31598a,49.0
26144a,34.0
6016a,67.0
21749a,38.0
6789a,28.0
27944a,34.0
22878a,26.0
21333a,23.0
8368a,53.0
1544a,59.0
27976a,27.0
3441a,23.0
22396a,26.0
9946a,63.0
1561a,18.0
13102a,77.0
6463a,26.0
24594a,33.0
29864a,33.0
23641a,28.0
6517a,40.0
6097a,51.0
24810a,28.0
11166a,36.0
5782a,21.0
15116a,35.0
8770a,22.0
31066a,52.0
22651a,51.0
7516a,29.0
30785a,57.0
1528a,48.0
12066a,61.0
25963a,19.0
5750a,61.0
8903a,35.0
18100a,30.0
12473a,24.0
2015a,30.0
5181a,36.0
6149a,19.0
12619a,44.0
26934a,21.0
19586a,41.0
27383a,19.0
19498a,56.0
6060a,35.0
23194a,23.0
19325a,68.0
19446a,52.0
9565a,26.0
31516a,44.0
30756a,50.0
8455a,30.0
19151a,41.0
26605a,24.0
20682a,55.0
26919a,29.0
17940a,20.0
306a,43.0
7963a,31.0
806a,32.0
26344a,41.0
28874a,36.0
16709a,49.0
21957a,48.0
6168a,70.0
21658a,69.0
5784a,26.0
14237a,39.0
1445a,56.0
20703a,59.0
3937a,46.0
13467a,42.0
2617a,27.0
24353a,18.0
17564a,71.0
20779a,31.0
22032a,55.0
29536a,46.0
21469a,39.0
9778a,61.0
27920a,41.0
30212a,56.0
11642a,40.0
8630a,53.0
23809a,47.0
10206a,29.0
26828a,37.0
12720a,67.0
6935a,56.0
19949a,63.0
3578a,53.0
2905a,31.0
28665a,24.0
10126a,47.0
2674a,18.0
4834a,26.0
4139a,20.0
2601a,32.0
25765a,52.0
21387a,32.0
4048a,50.0
7543a,24.0
28745a,25.0
15002a,44.0
29204a,38.0
8409a,28.0
24190a,18.0
16191a,39.0
9523a,40.0
12762a,21.0
10617a,51.0
2844a,41.0
12031a,45.0
21326a,43.0
2924a,42.0
13749a,36.0
7567a,27.0
29801a,33.0
12970a,23.0
6708a,51.0
4651a,31.0
11483a,38.0
17402a,34.0
32075a,30.0
18751a,19.0
13859a,37.0
2222a,57.0
21900a,67.0
29361a,73.0
8965a,22.0
30629a,65.0
17801a,25.0
2122a,20.0
27610a,67.0
13015a,28.0
5754a,40.0
3504a,40.0
23066a,36.0
25145a,39.0
16225a,28.0
23343a,21.0
1162a,51.0
21083a,29.0
9375a,64.0
17291a,31.0
27752a,30.0
6086a,56.0
4288a,43.0
29758a,19.0
14942a,58.0
13135a,41.0
23191a,51.0
26579a,21.0
5609a,57.0
18038a,80.0
12228a,21.0
15977a,48.0
27081a,27.0
17625a,25.0
4934a,31.0
32359a,34.0
10013a,24.0
26041a,29.0
20704a,36.0
17732a,26.0
16015a,24.0
10226a,30.0
16279a,27.0
19426a,24.0
21822a,37.0
7722a,47.0
4324a,22.0
5542a,33.0
8286a,56.0
24077a,35.0
9556a,21.0
19620a,23.0
6090a,34.0
25174a,59.0
12161a,25.0
27168a,17.0
7126a,54.0
19225a,25.0
20030a,22.0
14316a,48.0
4658a,53.0
20376a,44.0
13657a,30.0
16820a,35.0
15482a,41.0
14944a,31.0
18400a,39.0
13234a,40.0
13527a,31.0
18628a,62.0
24377a,22.0
31941a,68.0
6240a,48.0
8662a,37.0
20738a,56.0
10286a,39.0
780a,54.0
22307a,53.0
18721a,60.0
14940a,20.0
2467a,48.0
9524a,40.0
22684a,51.0
14614a,39.0
4461a,29.0
7679a,31.0
4595a,23.0
9292a,54.0
2991a,20.0
13886a,50.0
23976a,46.0
25672a,24.0
21664a,61.0
7124a,58.0
25251a,36.0
7379a,23.0
22068a,48.0
17827a,39.0
3795a,26.0
21129a,30.0
15642a,59.0
27998a,35.0
23453a,49.0
14093a,23.0
31174a,30.0
2870a,28.0
4376a,33.0
11930a,44.0
10024a,49.0
13813a,17.0
23961a,37.0
29027a,23.0
13345a,20.0
17061a,58.0
2867a,30.0
14672a,37.0
2389a,27.0
4584a,39.0
28925a,42.0
31771a,37.0
23386a,39.0
2885a,71.0
13918a,23.0
2447a,35.0
5212a,47.0
27653a,61.0
18733a,36.0
14685a,22.0
1967a,21.0
15077a,20.0
8479a,30.0
12413a,39.0
29565a,38.0
22133a,30.0
9719a,49.0
13422a,50.0
5801a,19.0
607a,51.0
27298a,25.0
6436a,40.0
7210a,53.0
26149a,49.0
940a,31.0
9746a,19.0
21209a,21.0
16496a,23.0
21409a,60.0
11117a,52.0
3657a,43.0
20482a,26.0
19054a,27.0
6788a,31.0
26576a,45.0
4453a,25.0
23325a,39.0
4124a,24.0
26685a,36.0
6636a,49.0
9608a,25.0
11109a,20.0
7182a,24.0
12386a,34.0
194a,47.0
28245a,43.0
3700a,58.0
15431a,24.0
29573a,27.0
11262a,78.0
24584a,45.0
28817a,27.0
17490a,61.0
27665a,23.0
27675a,49.0
20705a,60.0
3803a,22.0
20213a,41.0
3763a,22.0
4000a,28.0
30104a,57.0
31939a,49.0
16182a,60.0
3970a,59.0
5625a,21.0
25122a,37.0
19425a,33.0
30106a,51.0
28137a,36.0
22414a,55.0
24798a,36.0
31320a,36.0
13050a,27.0
10281a,33.0
7461a,54.0
5141a,38.0
31554a,42.0
554a,35.0
22757a,25.0
9130a,29.0
18258a,28.0
9152a,20.0
26059a,26.0
23418a,50.0
7200a,48.0
12626a,51.0
30292a,19.0
1603a,22.0
19604a,44.0
14281a,21.0
9741a,17.0
18080a,22.0
23003a,38.0
32420a,36.0
13013a,39.0
112a,38.0
14293a,58.0
24968a,26.0
1181a,50.0
29965a,56.0
12227a,57.0
718a,19.0
794a,23.0
21391a,54.0
21587a,29.0
5013a,33.0
26271a,41.0
22892a,23.0
21983a,18.0
23486a,37.0
30461a,32.0
28691a,36.0
4440a,24.0
19463a,64.0
32240a,36.0
21308a,38.0
19303a,43.0
5309a,26.0
31590a,26.0
9483a,52.0
24850a,45.0
16341a,40.0
14149a,32.0
22952a,71.0
22151a,43.0
19692a,52.0
15544a,59.0
4291a,49.0
25140a,50.0
14791a,32.0
14527a,48.0
17749a,60.0
16734a,33.0
10097a,42.0
16933a,21.0
20294a,47.0
184a,40.0
23018a,53.0
27071a,44.0
24638a,23.0
24581a,21.0
13482a,21.0
5966a,42.0
6558a,31.0
20863a,45.0
8853a,45.0
14269a,28.0
31336a,33.0
129a,35.0
23551a,65.0
25017a,30.0
6458a,62.0
14607a,55.0
3092a,48.0
18529a,53.0
8447a,78.0
8840a,43.0
8753a,31.0
1997a,49.0
31326a,25.0
16649a,52.0
13030a,30.0
24790a,41.0
4597a,39.0
27459a,34.0
9582a,39.0
1916a,42.0
7704a,20.0
19476a,43.0
30391a,46.0
13162a,65.0
15426a,31.0
11725a,37.0
8493a,29.0
352a,26.0
3406a,47.0
8263a,30.0
30314a,26.0
6396a,24.0
13007a,28.0
14683a,26.0
23260a,29.0
11108a,45.0
15372a,54.0
31597a,39.0
29002a,22.0
5155a,28.0
11947a,60.0
31810a,54.0
23660a,38.0
12035a,35.0
3860a,48.0
19985a,36.0
5807a,47.0
21225a,58.0
2242a,54.0
80a,31.0
2894a,21.0
10691a,44.0
20175a,21.0
29881a,60.0
3187a,35.0
4385a,27.0
21014a,35.0
7387a,39.0
17680a,31.0
7285a,40.0
26637a,42.0
4565a,33.0
23016a,42.0
31015a,49.0
19547a,28.0
28192a,47.0
13724a,36.0
14427a,67.0
8375a,46.0
9977a,37.0
5167a,41.0
31981a,19.0
3232a,52.0
21730a,68.0
12560a,47.0
14781a,26.0
18506a,25.0
22777a,26.0
32058a,44.0
8348a,45.0
11281a,59.0
27472a,54.0
12834a,36.0
6583a,35.0
864a,28.0
22751a,40.0
2710a,23.0
10368a,42.0
4100a,47.0
24673a,28.0
30188a,33.0
5565a,46.0
17137a,50.0
20749a,24.0
3622a,63.0
6964a,50.0
1667a,50.0
1797a,32.0
18837a,19.0
8415a,45.0
3922a,29.0
22696a,33.0
32033a,40.0
19951a,41.0
10870a,29.0
31135a,18.0
14217a,34.0
17574a,44.0
13488a,26.0
2019a,39.0
4094a,31.0
12140a,45.0
28385a,24.0
28339a,47.0
12225a,37.0
1105a,34.0
16016a,57.0
9722a,49.0
20108a,64.0
10148a,43.0
2327a,37.0
27362a,20.0
21393a,38.0
7856a,53.0
10832a,35.0
15626a,66.0
13160a,35.0
4044a,57.0
23943a,43.0
1966a,29.0
19471a,43.0
30035a,59.0
22949a,46.0
17434a,41.0
32377a,40.0
22268a,47.0
25332a,37.0
7658a,57.0
15083a,37.0
9269a,34.0
16901a,22.0
20171a,64.0
24556a,34.0
144a,45.0
13361a,35.0
13639a,39.0
12985a,60.0
10227a,27.0
18817a,44.0
6763a,63.0
25550a,67.0
4174a,24.0
3435a,53.0
11971a,33.0
267a,19.0
17733a,56.0
27461a,28.0
20500a,37.0
13294a,31.0
4870a,33.0
22067a,25.0
3291a,33.0
8107a,23.0
10926a,22.0
1303a,58.0
30815a,24.0
958a,33.0
19271a,67.0
16490a,22.0
5211a,24.0
19331a,48.0
28124a,37.0
23916a,24.0
5897a,20.0
27550a,20.0
22308a,47.0
29525a,43.0
24983a,20.0
29498a,51.0
19253a,53.0
6699a,36.0
6204a,50.0
29674a,17.0
18634a,36.0
13133a,50.0
25714a,32.0
11075a,53.0
16977a,23.0
21542a,27.0
17178a,29.0
23278a,34.0
26232a,26.0
27939a,25.0
21279a,19.0
9693a,37.0
16030a,26.0
26093a,41.0
6770a,33.0
8087a,31.0
11516a,69.0
30455a,36.0
18683a,43.0
23758a,27.0
29550a,48.0
11a,37.0
7164a,39.0
30623a,24.0
18448a,25.0
16557a,63.0
3575a,68.0
301a,48.0
17300a,75.0
14834a,29.0
22497a,17.0
10545a,41.0
11814a,23.0
24950a,36.0
30634a,18.0
20334a,69.0
8376a,26.0
5810a,39.0
3969a,48.0
19246a,41.0
30278a,33.0
22553a,21.0
9950a,26.0
9246a,72.0
21911a,39.0
18919a,40.0
29210a,31.0
23596a,54.0
4581a,22.0
11990a,43.0
27321a,24.0
4588a,65.0
10739a,36.0
15444a,27.0
6181a,71.0
177a,21.0
8729a,41.0
29420a,30.0
12055a,53.0
4163a,49.0
22030a,23.0
18835a,34.0
6480a,39.0
29051a,19.0
325a,76.0
14782a,48.0
31417a,42.0
30178a,22.0
4222a,35.0
27133a,42.0
25497a,67.0
14038a,24.0
10746a,76.0
25401a,49.0
29921a,36.0
26313a,63.0
1347a,61.0
14571a,61.0
10656a,40.0
28066a,26.0
22605a,29.0
19574a,22.0
22158a,28.0
31767a,22.0
15781a,33.0
19758a,40.0
2443a,54.0
