Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Years,sales
FDA32,14.0,Low Fat,0.0,Fruits and Vegetables,216.9192,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDU38,10.8,Low Fat,0.082549896,Dairy,193.7504,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDX02,16.0,Low Fat,0.057292529,Dairy,224.3404,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDX02,16.0,Low Fat,0.057292529,Dairy,224.3404,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
NCN18,8.895,Low Fat,0.12461088599999999,Household,113.1544,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
DRP35,18.85,Low Fat,0.091237452,Hard Drinks,128.9336,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
DRP35,18.85,Low Fat,0.091237452,Hard Drinks,128.9336,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
FDC34,16.0,Regular,0.173462841,Snack Foods,157.6972,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDC34,16.0,Regular,0.173462841,Snack Foods,157.6972,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDG05,"",Regular,0.08742173800000001,Frozen Foods,154.463,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDK34,13.35,Low Fat,0.038744606,Snack Foods,239.3564,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDX50,20.1,Low Fat,0.124910635,Dairy,109.6228,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCX54,9.195,Low Fat,0.048134591,Household,107.7622,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
DRO47,10.195,Low Fat,0.0,Hard Drinks,114.086,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
DRO47,10.195,Low Fat,0.0,Hard Drinks,114.086,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
FDY25,12.0,Low Fat,0.034166609,Canned,181.2976,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDL36,"",Low Fat,0.133198355,Baking Goods,91.083,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDJ21,16.7,Regular,0.038528228,Snack Foods,143.9102,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDD05,19.35,Low Fat,0.016705436,Frozen Foods,120.8098,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDS10,19.2,Low Fat,0.058893460999999994,Snack Foods,178.9318,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDG14,"",Regular,0.050256160999999994,Canned,150.9024,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDN57,18.25,Low Fat,0.054234197000000005,Snack Foods,142.0154,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDN57,18.25,Low Fat,0.054234197000000005,Snack Foods,142.0154,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDO40,17.1,Low Fat,0.054612768,Frozen Foods,150.2392,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDF44,7.17,Regular,0.059849152999999995,Fruits and Vegetables,129.4968,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
NCJ06,"",Low Fat,0.060672263,Household,119.8782,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDU33,7.63,Regular,0.135258515,Snack Foods,47.2402,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDU33,7.63,Regular,0.135258515,Snack Foods,47.2402,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDU33,7.63,Regular,0.135258515,Snack Foods,47.2402,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDU33,7.63,Regular,0.135258515,Snack Foods,47.2402,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
NCN53,5.175,Low Fat,0.030527166,Health and Hygiene,33.5874,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
NCE30,16.0,Low Fat,0.099053537,Household,212.6902,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDB52,"",Low Fat,0.030288215,Dairy,256.7672,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDB52,"",Low Fat,0.030288215,Dairy,256.7672,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDB52,"",Low Fat,0.030288215,Dairy,256.7672,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDA26,"",Regular,0.073562475,Dairy,217.6482,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDA26,"",Regular,0.073562475,Dairy,217.6482,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDD23,9.5,Regular,0.048883854000000004,Starchy Foods,185.7898,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDH57,10.895,Low Fat,0.035893142999999995,Fruits and Vegetables,131.3284,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDH57,10.895,Low Fat,0.035893142999999995,Fruits and Vegetables,131.3284,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDH57,10.895,Low Fat,0.035893142999999995,Fruits and Vegetables,131.3284,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDY49,17.2,Regular,0.012012071000000001,Canned,163.1184,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDP20,19.85,Low Fat,0.045855272999999995,Fruits and Vegetables,127.102,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
DRJ59,11.65,Low Fat,0.019402371,Hard Drinks,38.7164,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
DRJ59,11.65,Low Fat,0.019402371,Hard Drinks,38.7164,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
FDP34,12.85,Low Fat,0.0,Snack Foods,155.463,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDY04,17.7,Regular,0.042716709000000005,Frozen Foods,163.221,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDV11,9.1,Regular,0.08179476599999999,Breads,173.6054,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDT44,16.6,Low Fat,0.103146658,Fruits and Vegetables,117.2466,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDT44,16.6,Low Fat,0.103146658,Fruits and Vegetables,117.2466,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDT44,16.6,Low Fat,0.103146658,Fruits and Vegetables,117.2466,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDG35,"",Regular,0.012327847,Starchy Foods,173.8738,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDV01,19.2,Regular,0.085296625,Canned,153.4314,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDV01,19.2,Regular,0.085296625,Canned,153.4314,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDA16,6.695,Low Fat,0.0,Frozen Foods,219.4456,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCQ18,"",Low Fat,0.134418705,Household,99.67,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
NCQ18,"",Low Fat,0.134418705,Household,99.67,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
NCQ18,"",Low Fat,0.134418705,Household,99.67,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
NCQ18,"",Low Fat,0.134418705,Household,99.67,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
NCL18,18.85,Low Fat,0.168266556,Household,195.5136,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
NCL18,18.85,Low Fat,0.168266556,Household,195.5136,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
NCL18,18.85,Low Fat,0.168266556,Household,195.5136,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDS35,9.3,Low Fat,0.11144608,Breads,64.6826,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCO55,12.8,Low Fat,0.152377658,Others,108.1938,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
DRN11,7.85,Low Fat,0.163233667,Hard Drinks,144.6444,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,>2k
DRN11,7.85,Low Fat,0.163233667,Hard Drinks,144.6444,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,>2k
FDY57,20.2,Regular,0.121748174,Snack Foods,96.9752,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDF41,12.15,Low Fat,0.131921819,Frozen Foods,246.34599999999998,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDU19,"",Regular,0.046544984000000005,Fruits and Vegetables,172.0422,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRH39,"",Low Fat,0.092241348,Dairy,75.867,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
DRD15,10.6,Low Fat,0.05674865900000001,Dairy,233.6642,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,>2k
FDS01,"",Low Fat,0.017659068,Canned,175.9686,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDY47,8.6,Regular,0.054474157999999995,Breads,131.031,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDY47,8.6,Regular,0.054474157999999995,Breads,131.031,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDY47,8.6,Regular,0.054474157999999995,Breads,131.031,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
NCV42,6.26,Low Fat,0.052593952,Household,111.0228,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDH35,18.25,Low Fat,0.060589424,Starchy Foods,162.5526,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDX08,12.85,Low Fat,0.022649892999999997,Fruits and Vegetables,179.3318,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
DRP47,15.75,Low Fat,0.140821917,Hard Drinks,252.9382,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,>2k
FDA19,"",Low Fat,0.0,Fruits and Vegetables,126.6994,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDS46,17.6,Regular,0.047449835,Snack Foods,118.1782,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDP31,"",Regular,0.160722863,Fruits and Vegetables,65.7168,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDE57,9.6,Low Fat,0.03625493,Fruits and Vegetables,141.0154,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDZ44,8.185,Low Fat,0.064824502,Fruits and Vegetables,116.0808,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCA06,20.5,Low Fat,0.143574191,Household,37.219,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
NCA06,20.5,Low Fat,0.143574191,Household,37.219,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDW37,19.2,Low Fat,0.12475207,Canned,90.9488,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCS30,5.945,Low Fat,0.093170838,Household,127.3652,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
FDC51,10.895,Regular,0.009676286,Dairy,122.87299999999999,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDP52,18.7,Regular,0.0,Frozen Foods,229.201,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
DRA24,19.35,Regular,0.066831682,Soft Drinks,163.8868,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
DRA24,19.35,Regular,0.066831682,Soft Drinks,163.8868,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
FDC40,16.0,Regular,0.06516504599999999,Dairy,79.3986,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCA42,6.965,Low Fat,0.0,Household,159.4604,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
NCA42,6.965,Low Fat,0.0,Household,159.4604,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDT27,11.395,Regular,0.069728296,Meat,233.9616,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDR49,8.71,Low Fat,0.139202085,Canned,46.1376,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDR49,8.71,Low Fat,0.139202085,Canned,46.1376,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDL48,19.35,Regular,0.082250863,Baking Goods,48.7034,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDK32,16.25,Regular,0.049051717,Fruits and Vegetables,152.4682,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDK51,19.85,Low Fat,0.005230785999999999,Dairy,265.1884,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDF58,"",Low Fat,0.009534758,Snack Foods,64.551,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDF58,"",Low Fat,0.009534758,Snack Foods,64.551,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDI57,19.85,Low Fat,0.05410964,Seafood,195.0768,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDT12,6.215,Regular,0.083056555,Baking Goods,224.4062,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDF29,15.1,Regular,0.020015391,Frozen Foods,128.83100000000002,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDF29,15.1,Regular,0.020015391,Frozen Foods,128.83100000000002,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDF29,15.1,Regular,0.020015391,Frozen Foods,128.83100000000002,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDF29,15.1,Regular,0.020015391,Frozen Foods,128.83100000000002,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
DRI23,18.85,Low Fat,0.13797299300000002,Hard Drinks,158.4578,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
FDP57,17.5,Low Fat,0.0,Snack Foods,102.999,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDZ21,"",Regular,0.039031927,Snack Foods,95.641,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
DRI23,18.85,Low Fat,0.137410256,Hard Drinks,161.7578,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
NCW06,16.2,Low Fat,0.0,Household,190.8162,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
NCX06,17.6,Low Fat,0.015750947,Household,182.5976,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDC47,"",Low Fat,0.20816215600000001,Snack Foods,228.1694,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDE11,17.7,Regular,0.135646297,Starchy Foods,186.0924,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDB08,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDB08,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDN03,"",Regular,0.026420581000000002,Meat,250.9408,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDN03,"",Regular,0.026420581000000002,Meat,250.9408,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDN03,"",Regular,0.026420581000000002,Meat,250.9408,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCJ29,10.6,Low Fat,0.035247642,Health and Hygiene,84.7224,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
NCO26,7.235,Low Fat,0.07679167099999999,Household,116.4492,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
DRL59,16.75,Low Fat,0.021220113,Hard Drinks,55.1298,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDC60,"",Regular,0.20042639999999998,Baking Goods,88.8514,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRD25,"",Low Fat,0.07858962900000001,Soft Drinks,113.286,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDV24,5.635,Low Fat,0.172856719,Baking Goods,148.205,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDV24,5.635,Low Fat,0.172856719,Baking Goods,148.205,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDA21,13.65,Low Fat,0.036016619,Snack Foods,186.3924,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
DRI51,17.25,Low Fat,0.0,Dairy,171.5764,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,>2k
DRI51,17.25,Low Fat,0.0,Dairy,171.5764,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,>2k
FDC58,10.195,Low Fat,0.041907414,Snack Foods,43.8428,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
NCC30,16.6,Low Fat,0.027556247000000002,Household,176.6344,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
NCC30,16.6,Low Fat,0.027556247000000002,Household,176.6344,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDP28,13.65,Regular,0.080804019,Frozen Foods,261.1936,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
DRD15,10.6,Low Fat,0.056884225,Dairy,231.9642,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,>2k
FDL08,10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDP25,15.2,Low Fat,0.021207518999999998,Canned,219.4824,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
DRK59,8.895,Low Fat,0.0,Hard Drinks,232.9616,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,>2k
DRJ24,11.8,Low Fat,0.113307794,Soft Drinks,187.0924,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDR46,16.85,Low Fat,0.139301634,Snack Foods,144.976,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDR46,16.85,Low Fat,0.139301634,Snack Foods,144.976,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCO26,7.235,Low Fat,0.077290355,Household,116.9492,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDV38,19.25,Low Fat,0.1017546,Dairy,55.1956,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDL13,13.85,Regular,0.09426573699999999,Breakfast,233.93,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDD57,18.1,Low Fat,0.022380952000000003,Fruits and Vegetables,93.6094,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDD57,18.1,Low Fat,0.022380952000000003,Fruits and Vegetables,93.6094,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDC41,15.6,Low Fat,0.195688803,Frozen Foods,77.367,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDL33,7.235,Low Fat,0.0,Snack Foods,197.2452,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDT02,12.6,Low Fat,0.024190156,Dairy,34.4874,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDT02,12.6,Low Fat,0.024190156,Dairy,34.4874,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
DRI39,13.8,Low Fat,0.09745748300000001,Dairy,55.393,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
NCN19,13.1,Low Fat,0.0,Others,189.253,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDE10,6.67,Regular,0.09031453,Snack Foods,130.5626,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDQ08,15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCQ43,17.75,Low Fat,0.111209003,Others,107.7912,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDQ34,10.85,Low Fat,0.163160327,Snack Foods,107.4622,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDQ34,10.85,Low Fat,0.163160327,Snack Foods,107.4622,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCG19,20.25,Low Fat,0.148163564,Household,232.7616,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
NCG19,20.25,Low Fat,0.148163564,Household,232.7616,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
FDH04,6.115,Regular,0.011437302,Frozen Foods,92.4488,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCK19,9.8,Low Fat,0.090448534,Others,194.5478,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
FDN39,19.35,Regular,0.10966769800000001,Meat,166.0816,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCN14,19.1,Low Fat,0.091917786,Others,182.7608,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDR07,21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDW49,19.5,Low Fat,0.08248351599999999,Canned,179.2002,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDH20,16.1,Regular,0.024999711,Fruits and Vegetables,97.84100000000001,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDS40,15.35,Low Fat,0.02346559,Frozen Foods,35.219,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCO54,19.5,Low Fat,0.014274292,Household,55.6614,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
NCW18,15.1,Low Fat,0.059313603,Household,238.1248,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDP60,"",Low Fat,0.055648052,Baking Goods,100.3016,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDP60,"",Low Fat,0.055648052,Baking Goods,100.3016,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCW54,7.5,Low Fat,0.096333029,Household,57.8588,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
NCW54,7.5,Low Fat,0.096333029,Household,57.8588,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
NCW54,7.5,Low Fat,0.096333029,Household,57.8588,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
DRF01,5.655,Low Fat,0.17504710399999998,Soft Drinks,146.9102,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
NCZ17,12.15,Low Fat,0.132952286,Health and Hygiene,37.6506,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDV20,20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
DRI25,19.6,Low Fat,0.03395415,Soft Drinks,56.4614,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
FDA40,16.0,Regular,0.099271209,Frozen Foods,88.5856,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDA40,16.0,Regular,0.099271209,Frozen Foods,88.5856,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCM05,6.825,Low Fat,0.059846975,Health and Hygiene,262.5226,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDD38,"",Regular,0.014342658999999999,Canned,103.7674,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDO27,"",Regular,0.178210285,Meat,95.7752,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDO27,"",Regular,0.178210285,Meat,95.7752,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDC14,14.5,Regular,0.06904249,Canned,41.4454,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDB49,"",Regular,0.052791124,Baking Goods,98.5384,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDZ23,17.75,Regular,0.06760774900000001,Baking Goods,188.024,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDJ52,7.145,Low Fat,0.017887474,Frozen Foods,160.6578,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDJ56,8.985,Low Fat,0.18444042100000002,Fruits and Vegetables,99.67,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
NCR54,16.35,Low Fat,0.091074449,Household,196.81099999999998,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
DRF01,5.655,Low Fat,0.0,Soft Drinks,147.5102,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
DRF01,5.655,Low Fat,0.0,Soft Drinks,147.5102,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
FDD44,8.05,Regular,0.0,Fruits and Vegetables,257.5646,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCM31,6.095,Low Fat,0.081361288,Others,141.9154,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDR45,10.8,Low Fat,0.029107004,Snack Foods,240.5222,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDF12,8.235,Low Fat,0.08276363,Baking Goods,146.5076,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDY39,5.305,Regular,0.07871639,Meat,183.5608,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
DRD37,9.8,Low Fat,0.013869808999999999,Soft Drinks,47.406000000000006,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,<=2k
FDZ35,9.6,Regular,0.022274264,Breads,101.699,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDY10,17.6,Low Fat,0.049267759,Snack Foods,113.0176,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDY10,17.6,Low Fat,0.049267759,Snack Foods,113.0176,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDK41,14.3,Low Fat,0.12826315,Frozen Foods,83.4224,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
DRI03,6.03,Low Fat,0.022832115,Dairy,176.7028,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
FDR20,20.0,Regular,0.028180788999999998,Fruits and Vegetables,46.8744,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDC50,15.85,Low Fat,0.136497913,Canned,96.3094,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDQ51,"",Regular,0.017466284,Meat,45.4718,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
DRF03,19.1,Low Fat,0.045400017,Dairy,38.8138,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,<=2k
NCF30,17.0,Low Fat,0.126958147,Household,125.8362,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
NCF30,17.0,Low Fat,0.126958147,Household,125.8362,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
