"Feature Name","Feature Description",Industry,Usecase,Source
open,"Stock price at the opening of the trading day","banking financial service and insurance","stock price prediction",https://www.kaggle.com/faressayah/stock-market-analysis-prediction-using-lstm/data
high,"Maximum stock price during the trading day","banking financial service and insurance","stock price prediction",https://www.kaggle.com/faressayah/stock-market-analysis-prediction-using-lstm/data
low,"Minimum stock price during the trading day","banking financial service and insurance","stock price prediction",https://www.kaggle.com/faressayah/stock-market-analysis-prediction-using-lstm/data
marital_status," is the client married (Yes, No)","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
gender,"Gender of the client","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
location,"Customer location including city and region","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
customer_country,"country of the customer","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
income,"annual income of customer","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
property_saving_insurance,"real estate/ building society savings agreement/life insurance/no property","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
foreign_worker_flag,yes/no,"banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
employee_index,"Employee flag: Active, ex employed, filial, not employee, passive","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
new_customer,"New customer flag. 1 if the customer registered in the last 6 months.","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
relationship_months,"Customer seniority (in months)","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
relationship_flag,"1 (First/Primary), 99 (Primary customer during the month but not at the end of the month)","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
customer_type_begin_month,"Customer type at the beginning of the month ,1 (First/Primary customer), 2 (co-owner ),P (Potential),3 (former primary), 4(former co-owner)","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
cust_relation_type_begin_month,"Customer relation type at the beginning of the month, A (active), I (inactive), P (former customer),R (Potential)","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
residence_flag,"Residence flag Yes/No if the residence country is the same than the bank country","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
channel_when_joined,"channel used by the customer to join","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
deceased_flag,"Deceased flag. Yes/No","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
address_type,"Address type e.g. primary","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
customer_address,"segmentation: 01 - VIP, 02 - Individuals 03 - college graduated","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
activity_flag,"is the client active (1, 0)","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
gross_household_income,"Gross income of the household","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
segment,"particular Account","banking financial service and insurance","recommender system",https://github.com/anshuljdhingra/Bank-Recommendation-Engine/blob/master/bank_recommendation.csv
marital_status," is the client married (Yes, No)","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
gender,"Gender of the client","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
"loan status","Flag indicating whether the user paid back the credit amount within 5 days of issuing the loan{1:success, 0:failure}","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
income,"annual income of customer","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
education,"Users' education level","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
job,"unemployed/unskilled - resident/skilled employee/management/highly qualified employee","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
"total number of employees","the number of employees engaged at the place of business each regular working day during the preceding calendar year","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
housing_loan_flag,"has housing loan ?","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
personal_loan_flag,"has personal loan ?","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
contact_communication_type,"contact communication type (cellular, telephone)","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
last_contact_month,"last contact month of year","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
last_contact_dow,"last contact day of the year","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
last_contact_duration,"last contact durations in seconds","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
compaign_number_contacts,"number of contacts performed during this campaign and for this client (numeric, includes last contact)","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
pdays,"number of days that passed by after the client was last contacted from a previous campaign (numeric; 999 means client was not previously contacted)","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
previous,"number of contacts performed before this campaign and for this client (numeric)","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
poutcomes,"outcome of the previous marketing campaign (categorical: 'failure','nonexistent','success')","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
emp.var.rate,"employment variation rate - quarterly indicator (numeric)","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
cons.price.idx,"consumer price index - monthly indicator (numeric)","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
cons.cond.idxx,"consumer confidence index - monthly indicator (numeric)","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
euribor3m,"euribor 3 month rate - daily indicator (numeric)","banking financial service and insurance","recommender system",https://medium.com/@bhattbhavesh91/recommendation-system-implementation-for-dummies-9051508b4398
card_type,"Card type","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
credit_limit,"Limit of Credit Card for user","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
"card name","Name of the card","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
"bank name","Name of the bank to which card is associated","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
url,"URL of the bank credit card","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
"interest rate","Interest rate on card","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
cash_withdrawal_limit_per_trans,"Maximum limit of cash withdrawal per transactions","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
cash_withdrawal_limit_per_day,"Maximum limit of cash withdrawal per day","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
international_trans_available,"is there any international transaction service available","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
balance_transf_available,"is balance transfer service available?","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
reward,"types of rewards available on transactions","banking financial service and insurance","recommender system",https://medium.com/learning-machine-learning/building-a-credit-card-recommender-and-deploying-on-web-and-chatbot-platform-91bd7baf2798
"loan status","Flag indicating whether the user paid back the credit amount within 5 days of issuing the loan{1:success, 0:failure}","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
income,"annual income of customer","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
housing,"Categorical variable indicating home ownership. Values are Rent, Home Mortgage, and Own. If the value is OWN, then the customer is a home owner with no mortgage.","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"credit score","A value between 0 and 800 indicating the riskiness of the borrower’s credit history.","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"current loan amount","This is the loan amount that was either completely paid off, or the amount that was defaulted.","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
loan_term,"A categorical variable indicating if it is a short term or long term loan.","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"years in current job","A categorical variable indicating how many years the customer has been in their current job.","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
loan_purpose,"A description of the purpose of the loan.","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"monthly debt","The customer's monthly payment for their existing loans","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"years of credit history","The years since the first entry in the customer's credit history","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"months since last delinquent","Months since the last loan delinquent payment","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"number of open accounts","The total number of open credit cards","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"number of credit problems","The number of credit problems in the customer records.","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"current credit balance","The current total debt for the customer","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"maximum open credit","The maximum credit limit for all credit sources.","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
bankruptcies,"The number of bankruptcies","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
"tax liens","The number of tax liens.","banking financial service and insurance","credit risk modeling",https://www.kaggle.com/c/credit-risk-modeling-case-study/data
roe,"return on equity","banking financial service and insurance","credit risk modeling",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1019.3470&rep=rep1&type=pdf
ncotl,"Credit Risk = Net Charge Off (impairments) / Total Loans and Advances of Bank i in time t","banking financial service and insurance","credit risk modeling",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1019.3470&rep=rep1&type=pdf
nplr,"Credit Risk = Non Performing Loans / Total Loans and Advances of Bank i in time t","banking financial service and insurance","credit risk modeling",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1019.3470&rep=rep1&type=pdf
pppntla,"Credit Risk = Pre-Provision Profit / Net Total Loans and Advances of Bank i in time t","banking financial service and insurance","credit risk modeling",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1019.3470&rep=rep1&type=pdf
bank_size,"Bank Size = the log of Total Assets of Bank i in time t","banking financial service and insurance","credit risk modeling",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1019.3470&rep=rep1&type=pdf
gro,"Growth = Growth in Bank Interest income, year on year.","banking financial service and insurance","credit risk modeling",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1019.3470&rep=rep1&type=pdf
tda,"Leverage = the ratio of Total Debt to Total Net Assets for Bank i in time t. A measure for bank capital structure.","banking financial service and insurance","credit risk modeling",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1019.3470&rep=rep1&type=pdf
gender,"Gender of the client","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
income,"annual income of customer","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
"other debtors / guarantors",none/co-applicant/guarantors,"banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
foreign_worker_flag,yes/no,"banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
"interest rate","Interest rate on card","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
"years in current job","A categorical variable indicating how many years the customer has been in their current job.","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
loan_purpose,"A description of the purpose of the loan.","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
"total income, ti","Total monthly income, and used log for transformed it.","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
"company's type, ct","Applicant works in a credible company or not","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
log_loan_amount,"Loan amount, and used log for transformed it.","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
loan_duration,"Loan duration in months","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
"debt payment ratio, dpr","Total debt divided by total income (i.e. DPR measures the applicant's repaying ability: high DPR ratio points to high credit risk, whereas low DPR ratio points to a good credit application)","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/261839685_Credit_risk_assessment_model_for_Jordanian_commercial_banks_Neural_scoring_approach
marital_status," is the client married (Yes, No)","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
gender,"Gender of the client","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
location,"Customer location including city and region","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
age,"age of customer","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
income,"annual income of customer","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
"other debtors / guarantors",none/co-applicant/guarantors,"banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
housing,"Categorical variable indicating home ownership. Values are Rent, Home Mortgage, and Own. If the value is OWN, then the customer is a home owner with no mortgage.","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
assets,"total assets","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
"no. of dependents","Demographic Variables","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
"total number of employees","the number of employees engaged at the place of business each regular working day during the preceding calendar year","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
gross_household_income,"Gross income of the household","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
"current loan amount","This is the loan amount that was either completely paid off, or the amount that was defaulted.","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
"years in current job","A categorical variable indicating how many years the customer has been in their current job.","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
"monetary values of each product/ service used by the customer","Monetary values: total assets values of the specific services used by the customer (checking and saving accounts, EFT, credit card, loans, etc.) in local currency value of them in foreign currencies","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
monthly_household_cost,"monthly cost of household","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
employment_type,"type of employment","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
avg_CA_balance,"average balance in current account","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
loans_defaulted,"loans defaulted or delinquent","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
"no. annual payments","number of payments per year","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/285873211_Credit_scoring_methods
"credit history","no credits taken/all credits paid back duly/existing credits paid back duly till now/delay in paying off in the past/critical account/ other credits existing (not at this bank)","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
roe,"return on equity","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
roa,"return on assets","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
eps,"dividends to stock price","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"current ratio","Total current assets / Total current liabilities","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"quick ratio","(Current Assets - Inventory)/ Current Liabilities","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"gross profit margin","Gross income / Sales","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"operating income margin","Operating income / Sales","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"net profit margin","Net Income / Sales","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"sales growth(in past 2 years)","(Current Year's sales - Last Year's sales) / (Last Year's sales) * 100","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"debt to equity ratio","Total Debt / Total Equity","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"total debt to assets","Total Debt / Total Assets","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"interest coverage ratio","EBIT / Interest","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"debt service coverage ratio","(Net Income + Finance Cost + Depreciation) / (Repayments of long term loans + Finance Cost)","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"debt leverage","Total Liabilities/EBITDA","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"receivable turnover days","Sales / (Accounts Receivable/365)","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"sales in inventory","Inventory /(Cost of goods sold/365)","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"payable turnover - days","Sales / (Accounts Payable/365)","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"price earnings (pe) ratio","Market price per share / EPS","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"altman z-score",1.2*X1+1.4*X2+3.3*X3+0.6*X4+1*X5,"banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
"credit rating","From AAA to C","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/318377940_Design_and_Development_of_Credit_Scoring_Model_for_the_Commercial_Banks_in_Pakistan_Forecasting_Creditworthiness_of_Corporate_Borrowers
marital_status," is the client married (Yes, No)","banking financial service and insurance","credit risk modeling",https://www.mdpi.com/2227-9091/9/3/50
gender,"Gender of the client","banking financial service and insurance","credit risk modeling",https://www.mdpi.com/2227-9091/9/3/50
income,"annual income of customer","banking financial service and insurance","credit risk modeling",https://www.mdpi.com/2227-9091/9/3/50
log_loan_amount,"Loan amount, and used log for transformed it.","banking financial service and insurance","credit risk modeling",https://www.mdpi.com/2227-9091/9/3/50
"log amount","Logarithm of loan amount","banking financial service and insurance","credit risk modeling",https://www.mdpi.com/2227-9091/9/3/50
frequency,"Frequency of loan repayment. Monthly coded as 0 and weekly as 1","banking financial service and insurance","credit risk modeling",https://www.mdpi.com/2227-9091/9/3/50
"annualized rate","Interest rate computed on annual scale","banking financial service and insurance","credit risk modeling",https://www.mdpi.com/2227-9091/9/3/50
"no. of repayment","Number of repayments made to offset the loan","banking financial service and insurance","credit risk modeling",https://www.mdpi.com/2227-9091/9/3/50
marital_status," is the client married (Yes, No)","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
gender,"Gender of the client","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
income,"annual income of customer","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
employment_status,"present employment status of customer","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
"other debtors / guarantors",none/co-applicant/guarantors,"banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
roe,"return on equity","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
roa,"return on assets","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
loan_duration,"Loan duration in months","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
"assets rotation"," income sales/total assets","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
productivity," gross utility/operating costs","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
liquidity," cash/total asset liquidity","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
"liquidity rotations"," cash/income sales 360","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
leverage1," total liabilities/(total liabilities + shareholders' total equity)","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
leverage2," total liabilities/shareholders' equity","banking financial service and insurance","credit risk modeling",https://www.researchgate.net/publication/270951765_Improving_the_management_of_microfinance_institutions_by_using_credit_scoring_models_based_on_Statistical_Learning_techniques
