"Feature Name","Feature Description",Industry,Usecase
"user id","user id",retail,"purchase prediction"
"brand id","brand id",retail,"purchase prediction"
"action type","click, buy, collect, or cart",retail,"purchase prediction"
first_present_transaction_time,"Time shows the time gap between the first transaction and the following one.",healthcare,"cancer prediction"
"ID code number","Id Number",healthcare,"cancer prediction"
Outcome,"R = Recur, N = Non-recur",healthcare,"cancer prediction"
"Features Value #1-32","1 - 4 or 1 - 10",healthcare,"cancer prediction"
"Tumor size","The diameter of the excised tumor in centimeters",healthcare,"cancer prediction"
"Lymph node status","The number of positive axillary lymph nodes observed at the time of surgery",healthcare,"cancer prediction"
"Clump thickness","Thickness of Clump (1-10)",healthcare,"cancer prediction"
"Uniformity of cell size","Uniformity of cell size (1-10)",healthcare,"cancer prediction"
"Uniformity of cell shape","Uniformity of cell shape (1-10)",healthcare,"cancer prediction"
"Marginal adhesion","Marginal adhesion (1-10)",healthcare,"cancer prediction"
"Single epithelial cell size","Single epithelial cell size (1–10)",healthcare,"cancer prediction"
"Bare nuclei","Bare nuclei (1–10)",healthcare,"cancer prediction"
"Bland chromatin","Bland chromatin (1–10)",healthcare,"cancer prediction"
"Normal nucleoli","Normal nucleoli (1–10)",healthcare,"cancer prediction"
Mitoses,"Mitoses (1–10)",healthcare,"cancer prediction"
age,"age of customer",healthcare,"patient forecast"
first_present_transaction_time,"Time shows the time gap between the first transaction and the following one.",healthcare,"patient forecast"
Platelets,"Platelets in blood",healthcare,"patient forecast"
SC,"Level of creatinine in the blood",healthcare,"patient forecast"
EF,"Percentage of leaving the heart at each concentration",healthcare,"patient forecast"
CPK,"Level of CPK enzymes in the blood",healthcare,"patient forecast"
marital_status," is the client married (Yes, No)",healthcare,"patient forecast"
gender,"Gender of the client",healthcare,"patient forecast"
location,"Customer location including city and region",healthcare,"patient forecast"
income,"annual income of customer",healthcare,"patient forecast"
education,"Users' education level",healthcare,"patient forecast"
"Insurance information","Insurance provider, Mode of payment",healthcare,"patient forecast"
"General health information","Medical conditions, Allergies, Current medications, Completed outpatient appointment rate, Nursing home needed",healthcare,"patient forecast"
"Social history","Smoking, Alcohol, Living situation, Employment",healthcare,"patient forecast"
"Admission information","Admission date, First hospital visit, Elective, Number of admissions in a past time period, Cost-weight of previous admission, Diagnosis of last admission",healthcare,"patient forecast"
"Discharge information","Total charge, Discharge date, Transfer, Discharge disposition",healthcare,"patient forecast"
"Payment code information","ICD-10codes, ICD-9 codes, APR-DRG codes, DRG codes",healthcare,"patient forecast"
"In-hospital symptom","Vitals and lab values",healthcare,"patient forecast"
"Rhythmic features","Mean 10 most active hours, Total sleep time, Sedentary time",healthcare,"patient forecast"
"Medical images","Ultrasound exam",healthcare,"patient forecast"
"Hospital statistics","Total number of admissions, Number of patients, Percent readmission within a time period (30 days etc.)",healthcare,"patient forecast"
"Hospital characteristics","Ownership of hospital, Rural/Urban",healthcare,"patient forecast"
"LACE, HOSPITAL score, Charlson comorbidity score, Elixhauser Comorbidity Index, BaltimoreScore","LACE, HOSPITAL score, Charlson comorbidity score, Elixhauser Comorbidity Index, BaltimoreScore",healthcare,"patient forecast"
"Clinical nodes embedding features, Patient embedding features","Clinical nodes embedding features, Patient embedding features",healthcare,"patient forecast"
Ethnicity,Ethnicity,healthcare,"patient forecast"
household_size,"family size",healthcare,"patient forecast"
language,language,healthcare,"patient forecast"
age,"age of customer",healthcare,"patient churn"
"Number of times pregnant","Number of times pregnant",healthcare,"patient churn"
"Plasma glucose concentration a 2 hours in an oral glucose tolerance test","Plasma glucose concentration a 2 hours in an oral glucose tolerance test",healthcare,"patient churn"
"Diastolic blood pressure","Diastolic blood pressure (mm Hg)",healthcare,"patient churn"
"Triceps skin fold thickness (mm)","Triceps skin fold thickness (mm)",healthcare,"patient churn"
"2-Hour serum insulin (mu U/ml)","2-Hour serum insulin (mu U/ml)",healthcare,"patient churn"
BMI,"Body mass index (weight in Kg/Height in m2",healthcare,"patient churn"
"Diabetes pedigree function","Diabetes pedigree function",healthcare,"patient churn"
"Class variable (0=Tested Negative or 1=Tested Positive)","Class variable (0=Tested Negative or 1=Tested Positive)",healthcare,"patient churn"
Total_Visits,"Total number of times a member made and attended a reservation",healthcare,"patient churn"
No_Shows,"Total number of times a member made a reservation then did not show up",healthcare,"patient churn"
Cancelled,"Total Number of times a member made and cancelled a reservation",healthcare,"patient churn"
Member_Since,"Number of months since the member joined the gym",healthcare,"patient churn"
Membership_Package,"The type of package a member chooses when signing, which are three types: Active, Active+, Athlete",healthcare,"patient churn"
Membership_Period,"Sign up period which is either 3 or 6 months",healthcare,"patient churn"
Status,"Either 1 for churn or 0 for non-churn",healthcare,"patient churn"
marital_status," is the client married (Yes, No)",healthcare,"length of stay prediction"
gender,"Gender of the client",healthcare,"length of stay prediction"
age,"age of customer",healthcare,"length of stay prediction"
"Social history","Smoking, Alcohol, Living situation, Employment",healthcare,"length of stay prediction"
"Diastolic blood pressure","Diastolic blood pressure (mm Hg)",healthcare,"length of stay prediction"
"Surgery type","Surgery type",healthcare,"length of stay prediction"
"Average number of visits per day","Average number of visits per day",healthcare,"length of stay prediction"
"Number of consultations","Number of medical consultations",healthcare,"length of stay prediction"
"Number of surgeries","Number of surgeries",healthcare,"length of stay prediction"
"Interval between discharge order and discharge","Interval between discharge order and discharge",healthcare,"length of stay prediction"
"Transmission between parts","Transmission between parts",healthcare,"length of stay prediction"
"Preoperative hospitalization","Preoperative hospitalization",healthcare,"length of stay prediction"
"Number of tests","Number of tests",healthcare,"length of stay prediction"
Lodging,Lodging,healthcare,"length of stay prediction"
"Insurance type","Insurance type",healthcare,"length of stay prediction"
"Pulse rate","Pulse rate",healthcare,"length of stay prediction"
"Systolic blood pressure","Systolic blood pressure",healthcare,"length of stay prediction"
"Co-morbidities (hypertension, diabetes)","Co-morbidities (hypertension, diabetes)",healthcare,"length of stay prediction"
"Hospitalization / surgical history","Hospitalization / surgical history",healthcare,"length of stay prediction"
Hemoglobin,Hemoglobin,healthcare,"length of stay prediction"
"Fever before surgery","Fever before surgery",healthcare,"length of stay prediction"
"Fever after surgery","Fever after surgery",healthcare,"length of stay prediction"
"Respiratory rate before surgery","Respiratory rate before surgery",healthcare,"length of stay prediction"
"Respiratory rate after surgery","Respiratory rate after surgery",healthcare,"length of stay prediction"
"Patient's condition at time of admission","Patient's condition at time of admission",healthcare,"length of stay prediction"
"Patient's condition at time of discharge","Patient's condition at time of discharge",healthcare,"length of stay prediction"
"Length of surgery","Length of surgery",healthcare,"length of stay prediction"
"Using ICU","Using ICU",healthcare,"length of stay prediction"
"Interval between first and last medical consultation","Interval between first and last medical consultation",healthcare,"length of stay prediction"
"Admission type","Admission type",healthcare,"length of stay prediction"
"Hour of Admission","Hour of Admission",healthcare,"length of stay prediction"
Height,Height,healthcare,"length of stay prediction"
Weight,Weight,healthcare,"length of stay prediction"
Ethnicity,Ethnicity,healthcare,"length of stay prediction"
"Unit Type","Unit Type",healthcare,"length of stay prediction"
"Unit Admit Source","Unit Admit Source",healthcare,"length of stay prediction"
"Unit Visit Number","Unit Visit Number",healthcare,"length of stay prediction"
"Unit Stay Type","Unit Stay Type",healthcare,"length of stay prediction"
"Num Beds Category","Num Beds Category",healthcare,"length of stay prediction"
Region,Region,healthcare,"length of stay prediction"
"Teaching Status","Teaching Status",healthcare,"length of stay prediction"
"Physician Speciality","Physician Speciality",healthcare,"length of stay prediction"
"Diastolic blood pressure","Diastolic blood pressure (mm Hg)",healthcare,"stroke prediction"
"Systolic blood pressure","Systolic blood pressure",healthcare,"stroke prediction"
"Total cholesterol Level (mg/dl)","Total cholesterol Level (mg/dl)",healthcare,"stroke prediction"
"Smoking rate (Cig/Day)","Smoking rate (Cig/Day)",healthcare,"stroke prediction"
retired_flag," is the client retired (1, 0)",healthcare,"stroke prediction"
age,"age of customer",healthcare,"stroke prediction"
education,"Users' education level",healthcare,"stroke prediction"
BMI,"Body mass index (weight in Kg/Height in m2",healthcare,"stroke prediction"
Height,Height,healthcare,"stroke prediction"
Weight,Weight,healthcare,"stroke prediction"
arrhythmia,"1: YES. 0: NO",healthcare,"stroke prediction"
"lack of exercise","1: YES. 0: NO",healthcare,"stroke prediction"
"Fasting Blood Glucose","normal range: 3.9-6.1mmol/L",healthcare,"stroke prediction"
"glycosylated hemoglobin","normal range: 4%-6%",healthcare,"stroke prediction"
Homocysteine,"normal range: 5-15µmol{L",healthcare,"stroke prediction"
"High Density LipoproteinCholesterol","normal range for female:1.29-1.55 mmol/L;normal range for male:1.16-1.42 mmol/L",healthcare,"stroke prediction"
"History of Hypertension","1: YES. 0: NO",healthcare,"stroke prediction"
"History of Stroke","1: YES. 0: NO",healthcare,"stroke prediction"
"Left Diastolic Blood Pressure","normal range: 60-89mmHg",healthcare,"stroke prediction"
"Low Density LipoproteinCholesterol","normal range: ă 3.37mmol",healthcare,"stroke prediction"
"Left Systolic Blood Pressure","normal range: 80-140mmHg1",healthcare,"stroke prediction"
"Meat and Vegetable","1: equilibrium.2: partial vegetable.3 partial meat.",healthcare,"stroke prediction"
Smoking,"2: YES. 1: Quitting. 0: NO",healthcare,"stroke prediction"
triglyceride,"normal range: 0.6-1.7mmol/L",healthcare,"stroke prediction"
"years of smoking","years of smoking",healthcare,"stroke prediction"
gender,"Gender of the client",healthcare,"heart disease prediction"
age,"age of customer",healthcare,"heart disease prediction"
"Diastolic blood pressure","Diastolic blood pressure (mm Hg)",healthcare,"heart disease prediction"
"Systolic blood pressure","Systolic blood pressure",healthcare,"heart disease prediction"
"Total cholesterol Level (mg/dl)","Total cholesterol Level (mg/dl)",healthcare,"heart disease prediction"
triglyceride,"normal range: 0.6-1.7mmol/L",healthcare,"heart disease prediction"
FC,"Heart Rate",healthcare,"heart disease prediction"
LDL,"lipoproteins- bad",healthcare,"heart disease prediction"
HDL,"high density lipoprotein",healthcare,"heart disease prediction"
HVI,"Left ventricular hypertrophy",healthcare,"heart disease prediction"
"Fasting Blood Glucose","normal range: 3.9-6.1mmol/L",healthcare,"heart disease prediction"
"Category of Chest Pain","0=A typical Angina 1=typicalAngina2 = Asymptotic 3 = Non Angina",healthcare,"heart disease prediction"
"Blood Pressure",94-200,healthcare,"heart disease prediction"
"Serum Cholesterol Level",126-564,healthcare,"heart disease prediction"
"Resting ECG result","0 = Normal 1=ST-T waveabnormalities2=leftventricularHypertrophy",healthcare,"heart disease prediction"
"Exercise-induced Angina","0 = No 1 = Yes",healthcare,"heart disease prediction"
"STdepressionduetoexercise-related to rest","0 – 6.2",healthcare,"heart disease prediction"
"The slope of the peak","The slope of the peak",healthcare,"heart disease prediction"
trestbps,"resting blood pressure (in mm Hg on admission to the hospital)",healthcare,"heart disease prediction"
thalach,"maximum heart rate achieved",healthcare,"heart disease prediction"
num,"diagnosis  of  heart  disease  (angiographic  disease status) 0. absence (< 50% diameter narrowing) 1-4. Present of heart disease (> 50% diameter narrowing)",healthcare,"heart disease prediction"
Smoking,"2: YES. 1: Quitting. 0: NO",healthcare,"heart disease prediction"
obes,"obesity or not",healthcare,"heart disease prediction"
"Device Engagement","No. of signals observed from a device in last two years",transportation,"age and gender prediction"
"App Usage","No. of distinct apps captured by signals from a device",transportation,"age and gender prediction"
"Device Age","No. of days between first observation and last
observation date of a device",transportation,"age and gender prediction"
"No. of Active Days","No. of days with at least one signal from
the device",transportation,"age and gender prediction"
"Day Engagement Pattern","No. of Active Days/Device Age",transportation,"age and gender prediction"
"Average Device Engagement","Signal Count/No. of Active Days",transportation,"age and gender prediction"
"Device Type","Whether the device is a Tablet or a Smartphone",transportation,"age and gender prediction"
"Internet Connectivity","WIFI or Cellular Data Usage for the device",transportation,"age and gender prediction"
"Mobility of a Device","No. of different geographical areas captured in the last two years",transportation,"age and gender prediction"
"Device's Category Engagement","Signal Distribution across Android or iOS categories (in %)",transportation,"age and gender prediction"
"Demographic Affinity","Device's affinity toward gender specific apps
(or different age group specific apps) ",transportation,"age and gender prediction"
"Device Engagement","No. of signals observed from a device in last two years",retail,"age and gender prediction"
"App Usage","No. of distinct apps captured by signals from a device",retail,"age and gender prediction"
"Device Age","No. of days between first observation and last
observation date of a device",retail,"age and gender prediction"
"No. of Active Days","No. of days with at least one signal from
the device",retail,"age and gender prediction"
"Day Engagement Pattern","No. of Active Days/Device Age",retail,"age and gender prediction"
"Average Device Engagement","Signal Count/No. of Active Days",retail,"age and gender prediction"
"Device Type","Whether the device is a Tablet or a Smartphone",retail,"age and gender prediction"
"Internet Connectivity","WIFI or Cellular Data Usage for the device",retail,"age and gender prediction"
"Mobility of a Device","No. of different geographical areas captured in the last two years",retail,"age and gender prediction"
"Device's Category Engagement","Signal Distribution across Android or iOS categories (in %)",retail,"age and gender prediction"
"Demographic Affinity","Device's affinity toward gender specific apps
(or different age group specific apps) ",retail,"age and gender prediction"
"Device Engagement","No. of signals observed from a device in last two years","banking financial service and insurance","age and gender prediction"
"App Usage","No. of distinct apps captured by signals from a device","banking financial service and insurance","age and gender prediction"
"Device Age","No. of days between first observation and last
observation date of a device","banking financial service and insurance","age and gender prediction"
"No. of Active Days","No. of days with at least one signal from
the device","banking financial service and insurance","age and gender prediction"
"Day Engagement Pattern","No. of Active Days/Device Age","banking financial service and insurance","age and gender prediction"
"Average Device Engagement","Signal Count/No. of Active Days","banking financial service and insurance","age and gender prediction"
"Device Type","Whether the device is a Tablet or a Smartphone","banking financial service and insurance","age and gender prediction"
"Internet Connectivity","WIFI or Cellular Data Usage for the device","banking financial service and insurance","age and gender prediction"
"Mobility of a Device","No. of different geographical areas captured in the last two years","banking financial service and insurance","age and gender prediction"
"Device's Category Engagement","Signal Distribution across Android or iOS categories (in %)","banking financial service and insurance","age and gender prediction"
"Demographic Affinity","Device's affinity toward gender specific apps
(or different age group specific apps) ","banking financial service and insurance","age and gender prediction"
"Device Engagement","No. of signals observed from a device in last two years",telecommunication,"age and gender prediction"
"App Usage","No. of distinct apps captured by signals from a device",telecommunication,"age and gender prediction"
"Device Age","No. of days between first observation and last
observation date of a device",telecommunication,"age and gender prediction"
"No. of Active Days","No. of days with at least one signal from
the device",telecommunication,"age and gender prediction"
"Day Engagement Pattern","No. of Active Days/Device Age",telecommunication,"age and gender prediction"
"Average Device Engagement","Signal Count/No. of Active Days",telecommunication,"age and gender prediction"
"Device Type","Whether the device is a Tablet or a Smartphone",telecommunication,"age and gender prediction"
"Internet Connectivity","WIFI or Cellular Data Usage for the device",telecommunication,"age and gender prediction"
"Mobility of a Device","No. of different geographical areas captured in the last two years",telecommunication,"age and gender prediction"
"Device's Category Engagement","Signal Distribution across Android or iOS categories (in %)",telecommunication,"age and gender prediction"
"Demographic Affinity","Device's affinity toward gender specific apps
(or different age group specific apps) ",telecommunication,"age and gender prediction"
"Number days the consumer observed in the brand outlet","Number days the consumer observed in the brand outlet",retail,"brand affinity and propensity"
"Total Active days of the consumer","the total number of days in the lookback horizon that a consumer has been observed visiting any brand",retail,"brand affinity and propensity"
"Interim Brand Affinity (Q)","Number days the consumer observed in the brand outlet/Total Active days of the consumer",retail,"brand affinity and propensity"
"Total number of
consumers seen in all
of brand outlets ","Total number of
consumers seen in all
of brand outlets ",retail,"brand affinity and propensity"
"Total Number of Consumers Observed","total number of consumers observed at the geographic location",retail,"brand affinity and propensity"
"Consumer Share","Consumer Share",retail,"brand affinity and propensity"
"Discounting Factor","total consumers observed at brand / total consumers observed at the geographic location",retail,"brand affinity and propensity"
gender,"Gender of the client",transportation,"high value customer acquisition"
age,"age of customer",transportation,"high value customer acquisition"
"radius of gyration","radius of the smallest circle that contains all the places a user have been to on a given day",transportation,"high value customer acquisition"
"App Usage","No. of distinct apps captured by signals from a device",transportation,"high value customer acquisition"
"No. of Active Days","No. of days with at least one signal from
the device",transportation,"high value customer acquisition"
"Day Engagement Pattern","No. of Active Days/Device Age",transportation,"high value customer acquisition"
"Internet Connectivity","WIFI or Cellular Data Usage for the device",transportation,"high value customer acquisition"
"Mobility of a Device","No. of different geographical areas captured in the last two years",transportation,"high value customer acquisition"
"Device's Category Engagement","Signal Distribution across Android or iOS categories (in %)",transportation,"high value customer acquisition"
"Affluency Index","High, Medium or Low",transportation,"high value customer acquisition"
"POI Engagement Score","Number of days found within 50m of POI location/Total active days",transportation,"high value customer acquisition"
"POI Location Count","No. of distinct locations captured in each POI",transportation,"high value customer acquisition"
"Food App Engagement","Engagement Score/No. of Distinct Food related Apps used",transportation,"high value customer acquisition"
"Average Device
Engagement","Signal Count/ No. of Active Days",transportation,"high value customer acquisition"
"Segment Name","Families with Kids, Singles, Dieters, Sports Enthusiasts, High data Users, TV Watchers, Social & Casual Gamers, Travel apps etc. Binary Value: 0 or 1",transportation,"high value customer acquisition"
gender,"Gender of the client","banking financial service and insurance","credit scoring using mobile engagement data"
age,"age of customer","banking financial service and insurance","credit scoring using mobile engagement data"
income,"annual income of customer","banking financial service and insurance","credit scoring using mobile engagement data"
household_size,"family size","banking financial service and insurance","credit scoring using mobile engagement data"
"Social Network","Features averaged over household/social circle level","banking financial service and insurance","credit scoring using mobile engagement data"
"Work Network_","Features averaged at workplace_","banking financial service and insurance","credit scoring using mobile engagement data"
"Phone Price_","People with expensive phones are less likely to default_","banking financial service and insurance","credit scoring using mobile engagement data"
Platform_,"IOS phones are in general more expensive than Android phones_","banking financial service and insurance","credit scoring using mobile engagement data"
"Phone Model Age_","Rich people are less likely to have old model_","banking financial service and insurance","credit scoring using mobile engagement data"
"Phone Manufacturer_","Apple/Samsung phones are more expensive than other brands_","banking financial service and insurance","credit scoring using mobile engagement data"
"Cellular Data Usage_","Cellular data is more expensive than WIFI data_","banking financial service and insurance","credit scoring using mobile engagement data"
"Cellular Carrier_","Certain carrier services are more expensive than others_","banking financial service and insurance","credit scoring using mobile engagement data"
"Paid Apps_","No. of paid or subscription-based apps used by the device user_","banking financial service and insurance","credit scoring using mobile engagement data"
"App Category Engagement for Credit Scoring Mobile","High Engagement towards Business, Finance, Shopping, Travel, Food and Drink, Social and Games","banking financial service and insurance","credit scoring using mobile engagement data"
"Premium POIs Count_","No. of high value brands/location visited by the device user_","banking financial service and insurance","credit scoring using mobile engagement data"
"Premium POIs Score","Engagement Score towards premium brands or location","banking financial service and insurance","credit scoring using mobile engagement data"
"Daily Distance Travelled_","Regular commute indicates stable profession_","banking financial service and insurance","credit scoring using mobile engagement data"
"CEL-CDL Distance_","Common Evening Location (proxy to home location)_, Common Day Location (proxy to work location)_, Regular commute distance indicates stable profession_","banking financial service and insurance","credit scoring using mobile engagement data"
"CEL/CDL derived attributes","Whether Home/Work Location is in Urban, Suburban or rural, Average property price in the area","banking financial service and insurance","credit scoring using mobile engagement data"
"Specific POI Engagement Score","For Restaurant, Bank, Pawnshop, Prison visitors","banking financial service and insurance","credit scoring using mobile engagement data"
"Internet Connectivity","WIFI or Cellular Data Usage for the device",transportation,"user mobility"
"POI Location Count","No. of distinct locations captured in each POI",transportation,"user mobility"
"Daily Distance Travelled_","Regular commute indicates stable profession_",transportation,"user mobility"
"CEL-CDL Distance_","Common Evening Location (proxy to home location)_, Common Day Location (proxy to work location)_, Regular commute distance indicates stable profession_",transportation,"user mobility"
"CEL/CDL derived attributes","Whether Home/Work Location is in Urban, Suburban or rural, Average property price in the area",transportation,"user mobility"
"Specific POI Engagement Score","For Restaurant, Bank, Pawnshop, Prison visitors",transportation,"user mobility"
most_seen_location,"Geohash for the latitude-longitude having maximum signals. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed location",transportation,"user mobility"
most_seen_city,"City for location where highest count of mobile signals distribution is recorded for the day. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed locations",transportation,"user mobility"
most_seen_state,"State for location where highest count of mobile signals distribution is recorded for the day. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed locations",transportation,"user mobility"
most_seen_zipcode,"Zip code for location where
highest count of mobile signals
distribution is recorded for the
day",transportation,"user mobility"
home_zipcode,"Zip code for location where highest count of mobile signals distribution is recorded for the home part of the day",transportation,"user mobility"
work_zipcode,"Zip code for location where highest count of mobile signals distribution is recorded for the work part of the day",transportation,"user mobility"
"Internet Connectivity","WIFI or Cellular Data Usage for the device","supply chain","user mobility"
"POI Location Count","No. of distinct locations captured in each POI","supply chain","user mobility"
"Daily Distance Travelled_","Regular commute indicates stable profession_","supply chain","user mobility"
"CEL-CDL Distance_","Common Evening Location (proxy to home location)_, Common Day Location (proxy to work location)_, Regular commute distance indicates stable profession_","supply chain","user mobility"
"CEL/CDL derived attributes","Whether Home/Work Location is in Urban, Suburban or rural, Average property price in the area","supply chain","user mobility"
"Specific POI Engagement Score","For Restaurant, Bank, Pawnshop, Prison visitors","supply chain","user mobility"
most_seen_location,"Geohash for the latitude-longitude having maximum signals. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed location","supply chain","user mobility"
most_seen_city,"City for location where highest count of mobile signals distribution is recorded for the day. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed locations","supply chain","user mobility"
most_seen_state,"State for location where highest count of mobile signals distribution is recorded for the day. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed locations","supply chain","user mobility"
most_seen_zipcode,"Zip code for location where
highest count of mobile signals
distribution is recorded for the
day","supply chain","user mobility"
home_zipcode,"Zip code for location where highest count of mobile signals distribution is recorded for the home part of the day","supply chain","user mobility"
work_zipcode,"Zip code for location where highest count of mobile signals distribution is recorded for the work part of the day","supply chain","user mobility"
Students,"Mobile devices seen near colleges/universities, + Age Group < 25 (Yes or No)",telecommunication,"subcription type prediction"
"Phone Model","(Phone Model > 2 years or Device Tenure > 2 years) + Age Group < 55 (Yes or No)",telecommunication,"subcription type prediction"
"Frequent Telco Switchers","(At least 3 carrier or At least 2 carrier with long tenure) + Device Tenure < 2 years (Yes or No)",telecommunication,"subcription type prediction"
Tourists,"International Travelers (Yes or No)",telecommunication,"subcription type prediction"
"High Income","Mobile devices under high affluency band (Yes or No)",telecommunication,"subcription type prediction"
Professionals,"Age Group > 24 + Evening (Home) Location =! Day (Work) Location (Yes or No)",telecommunication,"subcription type prediction"
"Stable/Long Telco Users","Device Tenure [1-2 year] + Current Carrier [1-2 year] (Yes or No)",telecommunication,"subcription type prediction"
"Telco Stores","Devices seen near exclusive telco stores (Yes or No)",telecommunication,"subcription type prediction"
"High Cellular Engagement","Engagement Score > 0.5 at home location (Yes or No)",telecommunication,"subcription type prediction"
water,"Rate of annual change in cost of municipal water during loan term",agriculture,"crops and pests management"
Soil,"Areas of agricultural land affected by erosion",agriculture,"crops and pests management"
Air,"Quality of air, as well as the level of emission agricultural activities produce",agriculture,"crops and pests management"
Nutrients,"Measure relates to gross nutrient balance",agriculture,"crops and pests management"
Pesticides,"Measured in terms of pesticide use in terms of tonnes of active ingredients",agriculture,"crops and pests management"
Energy,"Energy level used for agricultural activities",agriculture,"crops and pests management"
Biodiversity,"Diversity of crop and livestock varieties ",agriculture,"crops and pests management"
lon,"Relative longitude of the given base station",agriculture,"production cycle optimization"
lat,"Relative latitude of the given base station",agriculture,"production cycle optimization"
r_inc,"sun's rays incidence",agriculture,"production cycle optimization"
Tmin,"Min Temperature",agriculture,"production cycle optimization"
Tmax,"Max Temperature",agriculture,"production cycle optimization"
Tmed,"Average Temperature",agriculture,"production cycle optimization"
RH_min,"Min humidity",agriculture,"production cycle optimization"
RH_max,"Max humidity",agriculture,"production cycle optimization"
RH_med,"Medium humidity",agriculture,"production cycle optimization"
WS,"Wind speed and direction",agriculture,"production cycle optimization"
alt,"Relative altitude of the given base station",agriculture,"production cycle optimization"
rain,"rainfall amount in the area",agriculture,"production cycle optimization"
Tmin,"Min Temperature",agriculture,"yield prediction"
Tmax,"Max Temperature",agriculture,"yield prediction"
Tmed,"Average Temperature",agriculture,"yield prediction"
rain,"rainfall amount in the area",agriculture,"yield prediction"
Sunshine,"Sun level related",agriculture,"yield prediction"
Humidity,"Humidity level",agriculture,"yield prediction"
lon,"Relative longitude of the given base station",agriculture,"crop row prediction"
lat,"Relative latitude of the given base station",agriculture,"crop row prediction"
r_inc,"sun's rays incidence",agriculture,"crop row prediction"
Tmin,"Min Temperature",agriculture,"crop row prediction"
Tmax,"Max Temperature",agriculture,"crop row prediction"
Tmed,"Average Temperature",agriculture,"crop row prediction"
RH_min,"Min humidity",agriculture,"crop row prediction"
RH_max,"Max humidity",agriculture,"crop row prediction"
RH_med,"Medium humidity",agriculture,"crop row prediction"
WS,"Wind speed and direction",agriculture,"crop row prediction"
alt,"Relative altitude of the given base station",agriculture,"crop row prediction"
rain,"rainfall amount in the area",agriculture,"crop row prediction"
slope,"the slope of the peak exercise ST segment 1. upsloping 2. flat 3. downsloping",agriculture,"crop mapping"
"Spectral bands","Band_(b, g, r, n): the blue, green, red, and near infrared bands",agriculture,"crop mapping"
"Vegetation index","NDVI: the normalized difference vegetation index",agriculture,"crop mapping"
"PC bands"," PC1: the first PC band; PC2: the second PC band",agriculture,"crop mapping"
"Filter features","GLP: the Gaussian low pass filter; Mean: the mean filter; StDev: the standard deviation filter; (3, 5, 7): the three kernel sizes, 3 ˆ 3, 5 ˆ 5, and 7 ˆ 7 pixels",agriculture,"crop mapping"
"Texture measures","(Con, Cor, Asm, Ent, Hom)_(b, g, r, n)_(3, 5, 7): Con, Cor, Asm, Ent, Hom: contrast, correlation, angular second moment, entropy, homogeneity textures",agriculture,"crop mapping"
"Topographic variables","DTM, slope, aspect: DTM: digital terrain models",agriculture,"crop mapping"
NDVI,"the normalized difference vegetation index",agriculture,"crop mapping"
DTM,"digital terrain models",agriculture,"crop mapping"
Mean_r_7,"Mean filters 7 pixels of red bands",agriculture,"crop mapping"
Mean_g_7,"Mean filters 7 pixels of green bands",agriculture,"crop mapping"
Mean_b_7,"Mean filters 7 pixels of blue bands",agriculture,"crop mapping"
Mean_r_5,"Mean filters 5 pixels of red bands",agriculture,"crop mapping"
Mean_g_5,"Mean filters 5 pixels of green bands",agriculture,"crop mapping"
Mean_b_5,"Mean filters 5 pixels of blue bands",agriculture,"crop mapping"
Mean_r_3,"Mean filters 3 pixels of red bands",agriculture,"crop mapping"
GLP_r_7,"Gaussian low pass filter 7 pixels of red bands",agriculture,"crop mapping"
Mean_n_7,"Mean filters 7 pixels of near infrared bands",agriculture,"crop mapping"
GLP_r_5,"Gaussian low pass filter 5 pixels of red bands",agriculture,"crop mapping"
Mean_g_3,"Mean filters 3 pixels of green bands",agriculture,"crop mapping"
EBIT/TA02,"Earnings before interest and tax/total assets 2002","banking financial service and insurance","transaction volume forecasting"
RCF/TA02,"Results carried forward/total assets 2002","banking financial service and insurance","transaction volume forecasting"
EBT02/EBIT02,"Earnings before tax 2002/Earnings before interest and tax 2002","banking financial service and insurance","transaction volume forecasting"
RLTC/RCR02,"Return on Long -term capital / Return on Capital and Reserves 2002","banking financial service and insurance","transaction volume forecasting"
TL/TA02,"Total liabilities/Total assets 2002","banking financial service and insurance","transaction volume forecasting"
TA/CR02,"Total Assets/Capital and Reserves 2002","banking financial service and insurance","transaction volume forecasting"
LTD/TCR02,"Long term debt/total capital and reserves 2002","banking financial service and insurance","transaction volume forecasting"
NFA/TA,"Net Fixed Assets/Total Assets","banking financial service and insurance","transaction volume forecasting"
DC/CA02,"Deposits and cash/current assets 2002","banking financial service and insurance","transaction volume forecasting"
WCL02,"Working capital leveraged 2002","banking financial service and insurance","transaction volume forecasting"
CR02,"Current assets to current liabilities 2002","banking financial service and insurance","transaction volume forecasting"
CR/TL02,"Capital and Reserves/total liabilities 2002","banking financial service and insurance","transaction volume forecasting"
"WC/TA 02","Working capital/total assets 2002","banking financial service and insurance","transaction volume forecasting"
