ifa,age,age2,empty,workclass,fnlwgt,logfnl,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,label
19237a,1,1,,Private,1,,10th,1,Never-married,Other-service,Own-child,White,Female,0,1602,1,United-States,<=50K,0
20025a,1,1,,Local-gov,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
20244a,1,1,,Private,1,,Masters,1,Separated,Exec-managerial,Not-in-family,White,Male,27828,0,1,Iran,>50K,0
20440a,1,1,,Private,1,,12th,1,Never-married,Other-service,Own-child,White,Male,0,1721,1,United-States,<=50K,0
20629a,1,1,,Private,1,,Bachelors,1,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K,0
20731a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K,0
21937a,1,1,,Private,1,,10th,1,Never-married,Farming-fishing,Own-child,White,Female,0,0,1,United-States,<=50K,0
22000a,1,1,,Private,1,,Bachelors,1,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,1,United-States,<=50K,0
22067a,1,1,,Private,1,,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
22471a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
22503a,1,1,,?,1,,10th,1,Never-married,?,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
22906a,1,1,,Private,1,,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,>50K,0
24362a,1,1,,Self-emp-not-inc,1,,Assoc-acdm,1,Separated,Sales,Not-in-family,Black,Female,0,0,1,United-States,<=50K,0
24378a,1,1,,Private,1,,HS-grad,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
24433a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,Mexico,<=50K,0
25041a,1,1,,Private,1,,12th,1,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K,0
25201a,1,1,,Private,1,,11th,1,,Transport-moving,Own-child,White,Male,0,0,1,Mexico,<=50K,0
26473a,1,1,,Private,1,,Assoc-acdm,1,Separated,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
26601a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,>50K,0
26772a,1,1,,Private,1,,Bachelors,1,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
26847a,1,1,,Private,1,,Assoc-voc,1,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,1,United-States,>50K,0
27176a,1,1,,Private,1,,HS-grad,1,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K,0
27284a,1,1,,Federal-gov,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,1,United-States,<=50K,0
27371a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
27429a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
27549a,1,1,,Private,1,,12th,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
30205a,1,1,,Private,1,,11th,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942,0,1,United-States,<=50K,0
30220a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,3471,0,1,United-States,<=50K,0
30254a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K,0
30986a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,1,United-States,<=50K,0
31185a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K,0
31236a,1,1,,?,1,,Some-college,1,Married-civ-spouse,?,Wife,White,Female,0,0,1,United-States,>50K,0
31252a,1,1,,State-gov,1,,Assoc-acdm,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
31308a,1,1,,?,1,,Assoc-voc,1,Married-civ-spouse,?,Husband,White,Female,0,0,1,United-States,<=50K,0
32018a,1,1,,Private,1,,Masters,1,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
32354a,1,1,,Private,1,,10th,1,Divorced,Transport-moving,Unmarried,White,Male,0,0,1,United-States,<=50K,0
28a,1,1,,?,1,5.255781297,Some-college,1,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Female,0,0,1,South,>50K,0
581a,1,1,,?,1,5.291664053,Some-college,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,>50K,0
686a,1,1,,Private,1,5.135835226,HS-grad,1,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
843a,1,1,,Private,1,5.166764513,Some-college,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
915a,1,1,,Private,1,5.734822224,HS-grad,1,Never-married,Sales,Own-child,Black,Female,0,0,1,United-States,<=50K,0
974a,1,1,,Private,1,5.301362104,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
1879a,1,1,,?,1,4.36108536,Bachelors,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
3107a,1,1,,Local-gov,1,5.389709941,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,1977,1,United-States,>50K,0
3933a,1,1,,Local-gov,1,5.106024221,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,>50K,0
4418a,1,1,,Self-emp-inc,1,5.317181323,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K,0
4432a,1,1,,Private,1,5.241802898,HS-grad,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
4598a,1,1,,Private,1,4.700392159,Doctorate,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
4603a,1,1,,Private,1,5.322787642,HS-grad,1,Separated,Transport-moving,Unmarried,Black,Male,0,0,1,United-States,<=50K,0
4681a,1,1,,Private,1,5.238485196,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,1,United-States,>50K,0
5063a,1,1,,Private,1,5.252233902,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,>50K,0
5671a,1,1,,Private,1,5.581659577,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
5965a,1,1,,Self-emp-not-inc,1,4.957195302,HS-grad,1,Separated,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
5982a,1,1,,Local-gov,1,5.373502316,HS-grad,1,Divorced,Transport-moving,Own-child,White,Female,0,0,1,United-States,<=50K,0
7062a,1,1,,Private,1,5.180429832,HS-grad,1,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K,0
7840a,1,1,,?,1,5.306420738,7th-8th,1,Separated,?,Not-in-family,White,Male,0,0,1,Guatemala,<=50K,0
8478a,1,1,,Private,1,5.251041721,Some-college,1,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,1,*,<=50K,0
8586a,1,1,,Private,1,5.226360139,Some-college,1,Divorced,Adm-clerical,Unmarried,White,Female,5721,0,1,United-States,<=50K,0
8994a,1,1,,Private,1,4.826955462,Assoc-voc,1,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K,0
9064a,1,1,,State-gov,1,5.396016172,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
10112a,1,1,,Private,1,5.266222286,11th,1,Married-civ-spouse,Craft-repair,Husband,White,Female,3942,0,1,United-States,<=50K,0
10181a,1,1,,Private,1,5.473116019,11th,1,Never-married,Priv-house-serv,Own-child,White,Male,0,0,1,United-States,<=50K,0
10889a,1,1,,Private,1,5.684685612,HS-grad,1,Never-married,Other-service,Own-child,White,Male,0,0,1,El-Salvador,<=50K,0
11442a,1,1,,Private,1,5.533830503,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
11586a,1,1,,State-gov,1,5.13866893,Masters,1,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
11778a,1,1,,State-gov,1,5.302107879,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
12009a,1,1,,?,1,5.123031258,Bachelors,1,Never-married,?,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
12441a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
12519a,1,1,,Private,1,,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,3781,0,1,United-States,<=50K,0
12564a,1,1,,Self-emp-not-inc,1,,Masters,1,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,1,Philippines,<=50K,0
13717a,1,1,,Local-gov,1,,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
13813a,1,1,,Private,1,,10th,1,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
13909a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,<=50K,0
14130a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,Peru,<=50K,0
15617a,1,1,,?,1,,HS-grad,1,Married-civ-spouse,?,Wife,White,Male,0,0,1,Mexico,<=50K,0
16141a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Female,0,0,1,Columbia,<=50K,0
16321a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,1887,1,United-States,>50K,0
16780a,1,1,,Local-gov,1,,Bachelors,1,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K,0
17375a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K,0
17897a,1,1,,Private,1,,HS-grad,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
18636a,1,1,,Private,1,,10th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
19067a,1,1,,Local-gov,1,,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,1,United-States,<=50K,0
19567a,1,1,,Private,1,,Assoc-acdm,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
20005a,1,1,,Private,1,,HS-grad,1,Divorced,Craft-repair,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
20287a,1,1,,Private,1,,HS-grad,1,Divorced,Transport-moving,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
21554a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,<=50K,0
22199a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
23626a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
24190a,1,1,,Private,1,,11th,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K,0
24430a,1,1,,?,1,,11th,1,Divorced,?,Not-in-family,Black,Female,0,0,1,United-States,<=50K,0
25148a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,>50K,0
25347a,1,1,,Private,1,,10th,1,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
25572a,1,1,,Private,1,,11th,1,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K,0
25942a,1,1,,Private,1,,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
26442a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
27113a,1,1,,Self-emp-inc,1,,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,>50K,0
27264a,1,1,,Private,1,,10th,1,Never-married,Other-service,Unmarried,White,Male,0,0,1,United-States,<=50K,0
27555a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
28515a,1,1,,Private,1,,Bachelors,1,Separated,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
28702a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,<=50K,0
28845a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K,0
29184a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
29390a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
29574a,1,1,,Private,1,,5th-6th,1,Widowed,Other-service,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
29818a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
30253a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,<=50K,0
30390a,1,1,,Private,1,,12th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,Mexico,<=50K,0
30475a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Unmarried,Black,Male,0,0,1,United-States,<=50K,0
30759a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
31173a,1,1,,Local-gov,1,,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,Germany,<=50K,0
31174a,1,1,,Private,1,,HS-grad,1,Never-married,Transport-moving,Own-child,Black,Male,0,0,1,United-States,<=50K,0
31324a,1,1,,Private,1,,Bachelors,1,Never-married,Exec-managerial,Own-child,White,Female,0,0,1,United-States,<=50K,0
32291a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
32318a,1,1,,?,1,,Some-college,1,Divorced,?,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
32505a,1,1,,Private,1,,Masters,1,Divorced,Sales,Not-in-family,White,Male,0,0,1,United-States,>50K,0
32527a,1,1,,Private,1,,10th,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
1435a,1,1,,State-gov,1,5.324519092,Some-college,1,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
2103a,1,1,,Private,1,5.536178269,HS-grad,1,Divorced,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K,0
3317a,1,1,,Local-gov,1,5.38480486,Some-college,1,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
3650a,1,1,,Private,1,5.155524292,Some-college,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K,0
3746a,1,1,,Self-emp-not-inc,1,5.276523842,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,1,United-States,<=50K,0
3757a,1,1,,Private,1,5.227614221,Bachelors,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
4143a,1,1,,State-gov,1,4.287689784,Some-college,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
4326a,1,1,,Private,1,5.488753716,Bachelors,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,Mexico,<=50K,0
4583a,1,1,,Private,1,5.510570477,Assoc-acdm,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
4722a,1,1,,?,1,5.31066358,Bachelors,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,>50K,0
6420a,1,1,,Private,1,5.15123804,HS-grad,1,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,1,United-States,>50K,0
6472a,1,1,,Local-gov,1,5.026521008,HS-grad,1,Divorced,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
6879a,1,1,,Private,1,4.78724788,HS-grad,1,Never-married,Machine-op-inspct,Unmarried,Other,Male,0,0,1,Columbia,<=50K,0
7190a,1,1,,Private,1,5.581589018,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,1,United-States,<=50K,0
7453a,1,1,,Private,1,5.377453784,Assoc-voc,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,1485,1,United-States,<=50K,0
7519a,1,1,,Private,1,5.302369897,Assoc-acdm,1,Divorced,Craft-repair,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
7654a,1,1,,Private,1,5.065501288,HS-grad,1,Divorced,Craft-repair,Unmarried,White,Female,0,0,1,United-States,<=50K,0
7786a,1,1,,Private,1,5.179129355,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,>50K,0
8315a,1,1,,State-gov,1,5.09199036,HS-grad,1,Separated,Adm-clerical,Unmarried,Black,Male,3887,0,1,United-States,<=50K,0
10360a,1,1,,Private,1,5.264371498,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2829,0,1,United-States,<=50K,0
10429a,1,1,,Private,1,5.543924083,10th,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
10844a,1,1,,Private,1,4.569233414,Bachelors,1,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,1,United-States,<=50K,0
11244a,1,1,,Private,1,5.045823498,11th,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
11328a,1,1,,Federal-gov,1,5.233846089,Masters,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,>50K,0
12027a,1,1,,Private,1,5.291519806,10th,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,Cuba,>50K,0
12486a,1,1,,Private,1,,HS-grad,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
13315a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
13894a,1,1,,Private,1,,11th,1,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
14309a,1,1,,Private,1,,Assoc-voc,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K,0
14440a,1,1,,Private,1,,11th,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,<=50K,0
14464a,1,1,,Private,1,,,1,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,1,Guatemala,<=50K,0
16904a,1,1,,Federal-gov,1,,Bachelors,1,Married-civ-spouse,Adm-clerical,Husband,White,Female,7298,0,1,United-States,>50K,0
17233a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K,0
17459a,1,1,,Self-emp-not-inc,1,,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
17940a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
18523a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,<=50K,0
18807a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,<=50K,0
19090a,1,1,,Federal-gov,1,,Some-college,1,Widowed,Prof-specialty,Unmarried,,Male,0,0,1,United-States,<=50K,0
19403a,1,1,,Private,1,,HS-grad,1,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
19414a,1,1,,Private,1,,Some-college,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K,0
20059a,1,1,,Private,1,,Some-college,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
20189a,1,1,,Private,1,,HS-grad,1,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
20551a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K,0
20932a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K,0
21295a,1,1,,Private,1,,Bachelors,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
21744a,1,1,,Private,1,,HS-grad,1,Divorced,Other-service,Unmarried,White,Male,0,0,1,United-States,<=50K,0
22626a,1,1,,Private,1,,Bachelors,1,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
22729a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
22737a,1,1,,State-gov,1,,Masters,1,Never-married,Prof-specialty,Unmarried,White,Male,0,0,1,United-States,<=50K,0
23005a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K,0
23145a,1,1,,Private,1,,10th,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K,0
23248a,1,1,,Private,1,,HS-grad,1,Never-married,Adm-clerical,Own-child,Black,Male,4416,0,1,Puerto-Rico,<=50K,0
23298a,1,1,,Private,1,,Assoc-acdm,1,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,1,United-States,<=50K,0
23574a,1,1,,Private,1,,HS-grad,1,Divorced,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
23765a,1,1,,Private,1,,HS-grad,1,Divorced,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
24233a,1,1,,?,1,,7th-8th,1,Divorced,?,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
24887a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Divorced,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,<=50K,0
25253a,1,1,,Private,1,,HS-grad,1,Never-married,Transport-moving,Unmarried,Black,Female,0,0,1,United-States,<=50K,0
25532a,1,1,,Private,1,,Assoc-acdm,1,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,1,United-States,<=50K,0
25909a,1,1,,Self-emp-not-inc,1,,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,1,United-States,>50K,0
26224a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3411,0,1,Guatemala,<=50K,0
26413a,1,1,,Private,1,,HS-grad,1,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,1,United-States,<=50K,0
26464a,1,1,,Private,1,,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
26500a,1,1,,Private,1,,HS-grad,1,Divorced,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
26641a,1,1,,Private,1,,11th,1,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
26928a,1,1,,Private,1,,HS-grad,1,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K,0
28077a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,1,United-States,>50K,0
28544a,1,1,,?,1,,Some-college,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,>50K,0
28631a,1,1,,Private,1,,Some-college,1,Never-married,Craft-repair,Own-child,White,Female,0,0,1,United-States,<=50K,0
28922a,1,1,,Private,1,,Some-college,1,Never-married,Sales,Other-relative,White,Female,0,0,1,United-States,<=50K,0
29249a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Female,7688,0,1,United-States,>50K,0
29257a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,Black,Male,0,0,1,United-States,<=50K,0
29437a,1,1,,?,1,,11th,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
29444a,1,1,,Private,1,,11th,1,Divorced,Craft-repair,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
29700a,1,1,,Self-emp-inc,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
29736a,1,1,,Private,1,,HS-grad,1,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
29867a,1,1,,Private,1,,Some-college,1,Never-married,Craft-repair,Own-child,White,Female,0,0,1,United-States,<=50K,0
29915a,1,1,,Private,1,,Bachelors,1,Separated,Exec-managerial,Unmarried,Black,Male,0,0,1,United-States,<=50K,0
29990a,1,1,,Local-gov,1,,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,1,United-States,>50K,0
31303a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,1,South,>50K,0
31683a,1,1,,Private,1,,12th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
31822a,1,1,,?,1,,HS-grad,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,<=50K,0
32027a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K,0
32269a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
32411a,1,1,,Private,1,,HS-grad,1,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
32476a,1,1,,Private,1,,HS-grad,1,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,1,United-States,<=50K,0
13a,1,1,,Private,1,5.087327016,Bachelors,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
621a,1,1,,Private,1,5.279856222,Bachelors,1,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K,0
1275a,1,1,,Private,1,5.366566764,Some-college,1,Never-married,Other-service,Unmarried,White,Male,0,0,1,United-States,<=50K,0
1276a,1,1,,Local-gov,1,5.183992591,Bachelors,1,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,1,United-States,>50K,0
2010a,1,1,,Private,1,4.736173321,Some-college,1,,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
2212a,1,1,,Private,1,5.199085672,HS-grad,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
2913a,1,1,,Private,1,4.982519976,HS-grad,1,Separated,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K,0
3230a,1,1,,Private,1,5.310066372,7th-8th,1,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
